blz,bic
60069858,GENODES1VAI
60069860,GENODES1FED
60069876,GENODES1ROG
60069896,GENODES1PLE
60069904,GENODES1RUW
60069905,GENODES1REM
60069911,GENODES1ERL
60069926,GENODES1VBG
60069927,GENODES1BHB
60069931,GENODES1BGH
60069950,GENODES1TUN
60069976,GENODES1BOE
60070024,DEUTDEDB602
60070024,DEUTDEDB605
60070024,DEUTDEDB609
60070024,DEUTDEDB624
60070024,DEUTDEDB647
60070024,DEUTDEDBSTG
60070070,DEUTDESS602
60070070,DEUTDESS605
60070070,DEUTDESS609
60070070,DEUTDESS624
60070070,DEUTDESS647
60070070,DEUTDESSXXX
60070214,DEUTDESSP13
60070224,DEUTDEDBP13
60080000,DRESDEFF600
60080055,DRESDEFF608
60080057,DRESDEFF609
60080085,DRESDEFFI50
60080086,DRESDEFFI54
60080087,DRESDEFFI57
60080088,DRESDEFFI58
60089450,DRESDEFFI21
60090100,VOBADESSXXX
60090133,VOBADESSXXX
60090300,GENODES1ZUF
60090700,SWBSDESSXXX
60090800,GENODEF1S02
60090900,GENODEF1P20
60120200,BHFBDEFF600
60120500,BFSWDE33STG
60133300,SCFBDE33XXX
60241074,COBADEFFXXX
60250010,SOLADES1WBN
60261329,GENODES1FBB
60261622,GENODES1WNS
60261818,GENODES1RWT
60262063,GENODES1KOR
60262693,GENODES1KRN
60270024,DEUTDEDB606
60270073,DEUTDESS606
60290110,GENODES1VWN
60291120,GENODES1VBK
60320291,HYVEDEMM858
60340071,COBADEFFXXX
60350130,BBKRDE6BXXX
60361923,GENODES1WES
60380002,DRESDEFF601
60390000,GENODES1BBV
60390300,GENODES1LEO
60391310,GENODES1VBH
60391420,GENODES1MAG
60420000,WBAGDE61XXX
60420020,WBAGDEA1XXX
60420021,WBAGDEA1XXX
60420186,HYVEDEMM860
60422000,SABUDES1XXX
60440073,COBADEFFXXX
60450050,SOLADES1LBG
60460142,GENODES1EGL
60462808,GENODES1AMT
60470024,DEUTDEDB604
60470024,DEUTDEDB608
60470024,DEUTDEDB617
60470024,DEUTDEDB623
60470024,DEUTDEDB635
60470024,DEUTDEDB648
60470082,DEUTDESS604
60470082,DEUTDESS608
60470082,DEUTDESS617
60470082,DEUTDESS623
60470082,DEUTDESS635
60470082,DEUTDESS648
60480008,DRESDEFF604
60490150,GENODES1LBG
60491430,GENODES1GHB
60491430,GENODES1VBB
60661906,GENODES1WIM
60663084,GENODES1RCW
60670024,DEUTDEDB659
60670070,DEUTDESS659
61030000,MARBDE6GXXX
61040014,COBADEFFXXX
61050000,GOPSDE6G612
61050000,GOPSDE6GXXX
61060500,GENODES1VGP
61070024,DEUTDEDB610
61070024,DEUTDEDB618
61070024,DEUTDEDB627
61070078,DEUTDESS610
61070078,DEUTDESS618
61070078,DEUTDESS627
61080006,DRESDEFF610
61091200,GENODES1DGG
61120286,HYVEDEMM859
61140071,COBADEFFXXX
61150020,ESSLDE66XXX
61161696,GENODES1NHB
61170024,DEUTDEDB611
61170024,DEUTDEDB612
61170024,DEUTDEDB619
61170024,DEUTDEDB626
61170076,DEUTDESS611
61170076,DEUTDESS612
61170076,DEUTDESS619
61170076,DEUTDESS626
61180004,DRESDEFF611
61190110,GENODES1ESS
61191310,GENODES1VBP
61240048,COBADEFFXXX
61261213,GENODES1TEC
61261339,GENODES1HON
61262258,GENODES1WLF
61262345,GENODES1BBF
61281007,DRESDEFF612
61290120,GENODES1NUE
61340079,COBADEFFXXX
61361722,GENODES1HEU
61361975,GENODES1RML
61370024,DEUTDEDB613
61370024,DEUTDEDB614
61370024,DEUTDEDB615
61370024,DEUTDEDB616
61370024,DEUTDEDB633
61370024,DEUTDEDB637
61370024,DEUTDEDB638
61370024,DEUTDEDB639
61370086,DEUTDESS613
61370086,DEUTDESS614
61370086,DEUTDESS615
61370086,DEUTDESS616
61370086,DEUTDESS633
61370086,DEUTDESS637
61370086,DEUTDESS638
61370086,DEUTDESS639
61390140,GENODES1VGD
61391410,GENODES1WEL
61420086,HYVEDEMM272
61440086,COBADEFFXXX
61450050,OASPDE6AXXX
61480001,DRESDEFF614
61490150,GENODES1AAV
61491010,GENODES1ELL
62020000,HOEBDE61XXX
62040060,COBADEFFXXX
62050000,HEISDE66XXX
62061991,GENODES1VOS
62062215,GENODES1BIA
62062643,GENODES1VFT
62063263,GENODES1VLS
62070024,DEUTDEDB620
62070024,DEUTDEDB621
62070024,DEUTDEDB622
62070024,DEUTDEDB628
62070024,DEUTDEDB629
62070081,DEUTDESS620
62070081,DEUTDESS621
62070081,DEUTDESS622
62070081,DEUTDESS628
62070081,DEUTDESS629
62080012,DRESDEFF620
62090100,GENODES1VHN
62091400,GENODES1VBR
62091600,GENODES1VMN
62091800,GENODES1VHL
62220000,BSHHDE61XXX
62240048,COBADEFFXXX
62250030,SOLADES1SHA
62251550,SOLADES1KUN
62280012,DRESDEFF622
62290110,GENODES1SHA
62291020,GENODES1CRV
62391420,GENODES1VVT
63000000,MARKDEF1630
63020086,HYVEDEMM461
63040053,COBADEFFXXX
63050000,SOLADES1ULM
63061486,GENODES1LBK
63070024,DEUTDEDB630
63070024,DEUTDEDB631
63070024,DEUTDEDB632
63070088,DEUTDESS630
63070088,DEUTDESS631
63070088,DEUTDESS632
63080015,DRESDEFF630
63080085,DRESDEFFI59
63090100,ULMVDE66XXX
63091010,GENODES1EHI
63091200,GENODES1BLA
63091300,GENODES1LAI
63220090,HYVEDEMM271
63240016,COBADEFFXXX
63250030,SOLADES1HDH
63290110,GENODES1HDH
64000000,MARKDEF1640
64020186,HYVEDEMM374
64040033,COBADEFFXXX
64040045,COBADEFFXXX
64050000,SOLADES1REU
64061854,GENODES1STW
64070024,DEUTDEDB634
64070024,DEUTDEDB636
64070024,DEUTDEDB640
64070024,DEUTDEDB641
64070024,DEUTDEDB643
64070024,DEUTDEDB645
64070024,DEUTDEDB646
64070085,DEUTDESS640
64070085,DEUTDESS641
64070085,DEUTDESS642
64070085,DEUTDESS643
64070085,DEUTDESS644
64070085,DEUTDESS645
64070085,DEUTDESS646
64070215,DEUTDESSP14
64070224,DEUTDEDBP14
64080014,DRESDEFF640
64090100,VBRTDE6RXXX
64091200,GENODES1MTZ
64091300,GENODES1MUN
64140036,COBADEFFXXX
64150020,SOLADES1TUB
64161397,GENODES1AMM
64161608,GENODES1RHK
64161956,GENODES1VMO
64163225,GENODES1VHZ
64180014,DRESDEFF641
64190110,GENODES1TUE
64191030,GENODES1NAG
64191700,GENODES1HOR
64240048,COBADEFFXXX
64240071,COBADEFFXXX
64250040,SOLADES1RWL
64251060,SOLADES1FDS
64261363,GENODES1BAI
64261626,GENODES1MMO
64261853,GENODES1PGW
64262408,GENODES1VDS
64290120,GENODES1VRW
64291010,GENODES1FDS
64291420,GENODES1VDL
64292020,GENODES1SBG
64292310,GENODES1TRO
64350070,SOLADES1TUT
64361359,GENODES1RDH
64380011,DRESDEFF643
64390130,GENODES1TUT
65020186,HYVEDEMM588
65040073,COBADEFFXXX
65050110,SOLADES1RVB
65061219,GENODES1AUL
65062577,GENODES1RRV
65063086,GENODES1SAG
65070024,DEUTDEDB649
65070024,DEUTDEDB650
65070024,DEUTDEDB651
65070024,DEUTDEDB652
65070024,DEUTDEDB654
65070024,DEUTDEDB657
65070024,DEUTDEDB658
65070084,DEUTDESS649
65070084,DEUTDESS650
65070084,DEUTDESS651
65070084,DEUTDESS652
65070084,DEUTDESS654
65070084,DEUTDESS657
65070084,DEUTDESS658
65080009,DRESDEFF650
65091040,GENODES1LEU
65091300,GENODES1BWB
65091600,GENODES1VWG
65092010,GENODES1WAN
65092200,GENODES1VAH
65093020,GENODES1SLG
65110200,IBBFDE81XXX
65140072,COBADEFFXXX
65161497,GENODES1GMB
65162832,GENODES1OTE
65180005,DRESDEFF651
65190110,GENODES1VFN
65191500,GENODES1TET
65340004,COBADEFFXXX
65341204,COBADEFFXXX
65351050,SOLADES1SIG
65351260,SOLADES1BAL
65361469,GENODES1HBM
65361898,GENODES1WLB
65361989,GENODES1ONS
65362499,GENODES1GEI
65370024,DEUTDEDB603
65370024,DEUTDEDB653
65370024,DEUTDEDB655
65370075,DEUTDESS603
65370075,DEUTDESS653
65370075,DEUTDESS655
65380003,DRESDEFF653
65390120,GENODES1EBI
65391210,GENODES1BAL
65392030,GENODES1TAI
65440087,COBADEFFXXX
65450070,SBCRDE66XXX
65461878,GENODES1WAR
65462231,GENODES1ERO
65491320,GENODES1VBL
65491510,GENODES1VRR
66000000,MARKDEF1660
66010075,PBNKDEFFXXX
66010200,BBSPDE6KXXX
66010700,LKBWDE6KXXX
66020020,SOLADEST663
66020286,HYVEDEMM475
66020500,BFSWDE33KRL
66020566,BFSWDE33KRL
66030600,ISBKDEFXXXX
66040018,COBADEFFXXX
66040026,COBADEFFXXX
66050000,SOLADEST660
66050101,KARSDE66XXX
66051220,SOLADES1ETT
66060000,GENODE6KXXX
66060300,GENODE61KA3
66061407,GENODE61RH2
66061724,GENODE61WGA
66062138,GENODE61EGG
66062366,GENODE61DET
66069103,GENODE61ELZ
66069104,GENODE61DAC
66069342,GENODE61KTH
66070004,DEUTDESM660
66070004,DEUTDESM661
66070004,DEUTDESM663
66070004,DEUTDESM664
66070024,DEUTDEDB660
66070024,DEUTDEDB661
66070024,DEUTDEDB663
66070024,DEUTDEDB664
66070213,DEUTDESMP12
66070224,DEUTDEDBP12
66080052,DRESDEFF660
66090800,GENODE61BBB
66090900,GENODEF1P10
66091200,GENODE61ETT
66190000,GENODE61KA1
66240002,COBADEFFXXX
66250030,SOLADES1BAD
66251434,SOLADES1BHL
66261092,GENODE61BHT
66261416,GENODE61ALR
66270001,DEUTDESM662
66270001,DEUTDESM665
66270001,DEUTDESM667
66270001,DEUTDESM669
66270001,DEUTDESM671
66270024,DEUTDEDB662
66270024,DEUTDEDB665
66270024,DEUTDEDB667
66270024,DEUTDEDB669
66270024,DEUTDEDB671
66280053,DRESDEFF662
66290000,VBRADE6KXXX
66291300,GENODE61ACH
66291400,GENODE61BHL
66340018,COBADEFFXXX
66350036,BRUSDE66XXX
66391200,GENODE61BTT
66391600,GENODE61ORH
66432700,FAITDE66XXX
66440084,COBADEFFXXX
66450050,SOLADES1OFG
66451346,SOLADES1GEB
66451548,SOLADES1HAL
66451862,SOLADES1KEL
66452776,SOLADES1WOF
66470024,DEUTDEDB968
66470024,DEUTDEDB969
66470024,DEUTDEDB970
66470024,DEUTDEDB971
66470035,DEUTDE6F664
66470035,DEUTDE6F665
66470035,DEUTDE6F666
66470035,DEUTDE6F667
66490000,GENODE61OG1
66491800,GENODE61BHL
66492600,GENODE61APP
66492700,GENODE61KZT
66550070,SOLADES1RAS
66562053,GENODE61DUR
66562300,GENODE61IFF
66640035,COBADEFFXXX
66650085,PZHSDE66XXX
66661244,GENODE61NBT
66661329,GENODE61KBR
66661454,GENODE61NFO
66662155,GENODE61ERS
66662220,GENODE61KBS
66670006,DEUTDESM666
66670006,DEUTDESM677
66670024,DEUTDEDB666
66670024,DEUTDEDB677
66680013,DRESDEFF666
66690000,VBPFDE66XXX
66692300,GENODE61WIR
66762332,GENODE61KIR
66762433,GENODE61NEU
67020190,HYVEDEMM489
67040031,COBADEFFXXX
67040060,COBADEFFXXX
67040061,COBADEFFXXX
67040085,COBADEFFXXX
67050505,MANSDE66XXX
67051203,SOLADES1HOC
67060031,GENODE61MA3
67070010,DEUTDESM670
67070010,DEUTDESM673
67070010,DEUTDESM675
67070010,DEUTDESM676
67070010,DEUTDESMXXX
67070024,DEUTDEDB670
67070024,DEUTDEDB673
67070024,DEUTDEDB675
67070024,DEUTDEDB676
67070024,DEUTDEDBMAN
67080050,DRESDEFF670
67080085,DRESDEFFI60
67080086,DRESDEFFI61
67089440,DRESDEFFI22
67090000,GENODE61MA2
67092300,GENODE61WNM
67220286,HYVEDEMM479
67230000,MLPBDE61XXX
67230001,MLPBDE61001
67240039,COBADEFFXXX
67250020,SOLADES1HDB
67262243,GENODE61WIB
67262550,GENODE61LRO
67270003,DEUTDESM672
67270003,DEUTDESM674
67270003,DEUTDESM678
67270024,DEUTDEDB672
67270024,DEUTDEDB674
67270024,DEUTDEDB678
67280051,DRESDEFF672
67290000,GENODE61HD1
67290100,GENODE61HD3
67291700,GENODE61NGD
67291900,GENODE61SSH
67292200,GENODE61WIE
67352565,SOLADES1TBB
67390000,GENODE61WTH
67450048,SOLADES1MOS
67460041,GENODE61MOS
67461424,GENODE61BUC
67461733,GENODE61RNG
67462368,GENODE61LMB
68000000,MARKDEF1680
68020186,HYVEDEMM357
68030000,BKMADE61XXX
68040007,COBADEFFXXX
68050101,FRSPDE66XXX
68051004,SOLADES1HSW
68051207,SOLADES1BND
68052230,SOLADES1STB
68052328,SOLADES1STF
68052863,SOLADES1SCH
68061505,GENODE61IHR
68062105,GENODE61DEN
68062730,GENODE61WYH
68063479,GENODE61VOK
68064222,GENODE61GUN
68070024,DEUTDEDB681
68070024,DEUTDEDB685
68070024,DEUTDEDB687
68070024,DEUTDEDB689
68070024,DEUTDEDBFRE
68070030,DEUTDE6F681
68070030,DEUTDE6F685
68070030,DEUTDE6F687
68070030,DEUTDE6F689
68070030,DEUTDE6FXXX
68070212,DEUTDE6FP11
68070224,DEUTDEDBP11
68080030,DRESDEFF680
68080031,DRESDEFFI44
68080085,DRESDEFFI62
68080086,DRESDEFFJ22
68090000,GENODE61FR1
68090900,GENODEF1P07
68091900,GENODE61MHL
68092000,GENODE61EMM
68092300,GENODE61STF
68270024,DEUTDEDB682
68270033,DEUTDE6F682
68290000,GENODE61LAH
68340058,COBADEFFXXX
68350048,SKLODE66XXX
68351557,SOLADES1SFH
68351865,SOLADES1MGL
68370024,DEUTDEDB679
68370024,DEUTDEDB680
68370024,DEUTDEDB683
68370024,DEUTDEDB684
68370024,DEUTDEDB686
68370024,DEUTDEDB688
68370024,DEUTDEDB693
68370034,DEUTDE6F678
68370034,DEUTDE6F679
68370034,DEUTDE6F683
68370034,DEUTDE6F684
68370034,DEUTDE6F686
68370034,DEUTDE6F688
68370034,DEUTDE6F693
68390000,VOLODE66XXX
68391500,GENODE61SPF
68452290,SKHRDE6WXXX
68462427,GENODE61WUT
68490000,GENODE61BSK
68492200,GENODE61WT1
69020190,HYVEDEMM591
69040045,COBADEFFXXX
69050001,SOLADES1KNZ
69051410,SOLADES1REN
69051620,SOLADES1PFD
69051725,SOLADES1SAL
69061800,GENODE61UBE
69070024,DEUTDEDB690
69070024,DEUTDEDB691
69070032,DEUTDE6F690
69070032,DEUTDE6F691
69091200,GENODE61HAG
69091600,GENODE61PFD
69220186,HYVEDEMM590
69240075,COBADEFFXXX
69250035,SOLADES1SNG
69251445,SOLADES1ENG
69251755,SOLADES1STO
69270024,DEUTDEDB692
69270024,DEUTDEDB696
69270038,DEUTDE6F692
69270038,DEUTDE6F696
69280035,DRESDEFF692
69290000,GENODE61SIN
69291000,GENODE61RAD
69291099,GENODE61RAD
69362032,GENODE61MES
69400000,MARKDEF1694
69440007,COBADEFFXXX
69440060,COBADEFFXXX
69450065,SOLADES1VSS
69470024,DEUTDEDB642
69470024,DEUTDEDB644
69470024,DEUTDEDB694
69470024,DEUTDEDB697
69470024,DEUTDEDB698
69470024,DEUTDEDB699
69470039,DEUTDE6F642
69470039,DEUTDE6F644
69470039,DEUTDE6F694
69470039,DEUTDE6F697
69470039,DEUTDE6F698
69470039,DEUTDE6F699
69490000,GENODE61VS1
69491700,GENODE61TRI
70000000,MARKDEF1700
70010080,PBNKDEFFXXX
70010424,AARBDE5W700
70010500,REBMDEMMXXX
70010555,REBMDEMM555
70010570,REBMDE7CXXX
70010800,KHMIDEMMXXX
70011200,VONTDEM1XXX
70011400,BFWODE71XXX
70011500,SIBADEMMXXX
70011600,WEGBDE77XXX
70011900,ICRDDE71XXX
70012000,CLABDEM1XXX
70012300,VBANDEMMXXX
70012600,SUSKDEM1XXX
70012700,DEPDDEMMXXX
70012900,FXBBDEM2XXX
70013000,EBSGDEMXXXX
70013010,EFSGDEM1XXX
70013400,CSHHDE71XXX
70013500,HERZDEM1XXX
70015000,TEZGDEB1XXX
70015015,TEZGDEB1001
70015025,TEZGDEB1002
70015035,TEZGDEB1003
70017000,PAGMDEM1XXX
70020270,HYVEDEMMXXX
70020300,WKVBDEM1XXX
70020500,BFSWDE33MUE
70020570,BFSWDE33MUE
70020800,BCITDEFFMUC
70021180,HYVEDEMM418
70022424,SCABDEMMXXX
70025175,HYVEDEMM643
70030300,CHDBDEHHXXX
70030400,MEFIDEMMXXX
70031000,BHLSDEM1XXX
70032500,GAKDDEM1XXX
70033100,BDWBDEMMXXX
70035000,OLBODEH2700
70040041,COBADEFFXXX
70040045,COBADEFFXXX
70040048,COBADEFFXXX
70040060,COBADEFFXXX
70040061,COBADEFFXXX
70040062,COBADEFFXXX
70040063,COBADEFFXXX
70040070,COBADEFFXXX
70045050,COBADEFFXXX
70050000,BYLADEMMXXX
70051003,BYLADEM1FSI
70051540,BYLADEM1DAH
70051995,BYLADEM1ERD
70052060,BYLADEM1LLD
70053070,BYLADEM1FFB
70054306,BYLADEM1WOR
70070010,DEUTDEMM700
70070010,DEUTDEMM701
70070010,DEUTDEMM702
70070010,DEUTDEMM703
70070010,DEUTDEMM704
70070010,DEUTDEMM705
70070010,DEUTDEMM706
70070010,DEUTDEMM707
70070010,DEUTDEMM708
70070010,DEUTDEMM709
70070010,DEUTDEMM710
70070010,DEUTDEMM711
70070010,DEUTDEMM712
70070010,DEUTDEMM713
70070010,DEUTDEMM714
70070010,DEUTDEMM715
70070010,DEUTDEMM716
70070010,DEUTDEMM717
70070010,DEUTDEMMXXX
70070024,DEUTDEDB700
70070024,DEUTDEDB701
70070024,DEUTDEDB702
70070024,DEUTDEDB703
70070024,DEUTDEDB704
70070024,DEUTDEDB705
70070024,DEUTDEDB706
70070024,DEUTDEDB707
70070024,DEUTDEDB708
70070024,DEUTDEDB709
70070024,DEUTDEDB710
70070024,DEUTDEDB711
70070024,DEUTDEDB712
70070024,DEUTDEDB713
70070024,DEUTDEDB714
70070024,DEUTDEDB715
70070024,DEUTDEDB716
70070024,DEUTDEDB717
70070024,DEUTDEDBMUC
70070324,DEUTDEDBP16
70070362,DEUTDEMMP16
70080000,DRESDEFF700
70080056,DRESDEFF714
70080057,DRESDEFF724
70080085,DRESDEFFI55
70080086,DRESDEFFJ23
70080087,DRESDEFFJ24
70080088,DRESDEFFJ25
70089470,DRESDEFFI23
70089472,DRESDEFFI45
70090100,GENODEF1M04
70090124,GENODEF1MU4
70090500,GENODEF1S04
70091500,GENODEF1DCA
70091510,GENODEF1DCA
70091600,GENODEF1DSS
70091900,GENODEF1EDV
70093200,GENODEF1STH
70093400,GENODEF1ISV
70110088,PBNKDEFFXXX
70110500,MHYPDEMMXXX
70120100,SBOSDEMXXXX
70120400,DABBDEMMXXX
70120500,FMBKDEMMXXX
70120600,AGBMDEMMXXX
70120700,OBKLDEMXXXX
70130800,GENODEF1M06
70133300,SCFBDE33XXX
70150000,SSKMDEMMXXX
70160000,GENODEFF701
70163370,GENODEF1FFB
70166486,GENODEF1OHC
70169132,GENODEF1HFG
70169165,GENODEF1SBC
70169168,GENODEF1RIW
70169186,GENODEF1ODZ
70169190,GENODEF1GKT
70169191,GENODEF1TEI
70169195,GENODEF1TRU
70169310,GENODEF1ALX
70169331,GENODEF1SSB
70169333,GENODEF1EUR
70169351,GENODEF1ELB
70169356,GENODEF1EDR
70169382,GENODEF1GIL
70169383,GENODEF1GMU
70169388,GENODEF1HMA
70169402,GENODEF1HHK
70169410,GENODEF1HZO
70169413,GENODEF1HUA
70169450,GENODEF1ASG
70169459,GENODEF1MTW
70169460,GENODEF1MOO
70169464,GENODEF1M07
70169465,GENODEF1M08
70169466,GENODEF1M03
70169470,GENODEF1GAA
70169474,GENODEF1NSV
70169476,GENODEF1NBK
70169509,GENODEF1PEI
70169521,GENODEF1RIG
70169524,GENODEF1RME
70169530,GENODEF1RWZ
70169538,GENODEF1SWO
70169541,GENODEF1THG
70169543,GENODEF1HHS
70169558,GENODEF1SGA
70169566,GENODEF1TAV
70169568,GENODEF1TAE
70169571,GENODEF1DTZ
70169575,GENODEF1TRH
70169576,GENODEF1TUS
70169585,GENODEF1UNS
70169598,GENODEF1MIB
70169599,GENODEF1WEI
70169602,GENODEF1WM1
70169605,GENODEF1ISE
70169614,GENODEF1FSR
70169619,GENODEF1ZOR
70169653,GENODEF1AIG
70169693,GENODEF1RHT
70190000,GENODEF1M01
70190010,GENODEF1M1Y
70220000,LFFBDEMMXXX
70220200,BHFBDEFF700
70220300,BMWBDEMUXXX
70220900,DRESDEFFBFC
70230600,ISBKDEFXMUN
70250150,BYLADEM1KMS
70320090,HYVEDEMM654
70321194,HYVEDEMM466
70322192,HYVEDEMM664
70350000,BYLADEM1GAP
70351030,BYLADEM1WHM
70362595,GENODEF1WAK
70380006,DRESDEFF703
70390000,GENODEF1GAP
70390010,GENODEF1GAP
70391800,GENODEF1PZB
71020072,HYVEDEMM410
71021270,HYVEDEMM629
71022182,HYVEDEMM453
71023173,HYVEDEMM632
71050000,BYLADEM1BGL
71052050,BYLADEM1TST
71061009,GENODEF1AOE
71062802,GENODEF1AGE
71090000,GENODEF1BGL
71120077,HYVEDEMM448
71120078,HYVEDEMM644
71121176,HYVEDEMM438
71122183,HYVEDEMM457
71140041,COBADEFFXXX
71160000,GENODEF1VRR
71160161,GENODEF1ROR
71161964,GENODEF1PRV
71162355,GENODEF1OBD
71162804,GENODEF1ASU
71165150,GENODEF1AIB
71180005,DRESDEFF711
71190000,GENODEF1ROV
71191000,GENODEF1MUL
72000000,MARKDEF1720
72012300,BTVADE61XXX
72020070,HYVEDEMM408
72021271,HYVEDEMM236
72021876,HYVEDEMM259
72030014,FUBKDE71XXX
72030227,ANHODE77XXX
72030260,ANHODE7AXXX
72040046,COBADEFFXXX
72050000,AUGSDE77XXX
72050101,BYLADEM1AUG
72051210,BYLADEM1AIC
72051840,BYLADEM1GZK
72069119,GENODEF1ICH
72069123,GENODEF1JET
72069126,GENODEF1BBT
72069132,GENODEF1KRR
72069135,GENODEF1LST
72069155,GENODEF1MRI
72069179,GENODEF1BWI
72069181,GENODEF1OFF
72069193,GENODEF1RLI
72069209,GENODEF1RGB
72069220,GENODEF1SMU
72069235,GENODEF1THS
72069263,GENODEF1WTS
72069274,GENODEF1ZUS
72069308,GENODEF1WDN
72069329,GENODEF1NOE
72069736,GENODEF1BLT
72069789,GENODEF1PFA
72070001,DEUTDEMM720
72070001,DEUTDEMM723
72070001,DEUTDEMM724
72070001,DEUTDEMM725
72070001,DEUTDEMM726
72070001,DEUTDEMM727
72070024,DEUTDEDB720
72070024,DEUTDEDB723
72070024,DEUTDEDB724
72070024,DEUTDEDB725
72070024,DEUTDEDB726
72070024,DEUTDEDB727
72070324,DEUTDEDBP19
72070365,DEUTDEMMP19
72080001,DRESDEFF720
72090000,GENODEF1AUB
72090500,GENODEF1S03
72090900,GENODEF1P14
72091800,GENODEF1GZ1
72120078,HYVEDEMM426
72122181,HYVEDEMM665
72140052,COBADEFFXXX
72150000,BYLADEM1ING
72151340,BYLADEM1EIS
72151650,BYLADEM1PAF
72151880,BYLADEM1SSH
72152070,BYLADEM1NEB
72160818,GENODEF1INP
72169764,GENODEF1WRI
72169812,GENODEF1GAH
72169831,GENODEF1RBL
72170007,DEUTDEMM721
72170007,DEUTDEMM722
72170007,DEUTDEMM728
72170007,DEUTDEMM729
72170024,DEUTDEDB721
72170024,DEUTDEDB722
72170024,DEUTDEDB728
72170024,DEUTDEDB729
72170324,DEUTDEDBP17
72170363,DEUTDEMMP17
72180002,DRESDEFF721
72220074,HYVEDEMM255
72223182,HYVEDEMM263
72250000,BYLADEM1NLG
72250160,BYLADEM1DON
72251520,BYLADEM1DLG
72261754,GENODEF1RLH
72262401,GENODEF1DLG
72290100,GENODEF1DON
73160000,GENODEF1MIR
73180011,DRESDEFF731
73190000,GENODEF1MM1
73320073,HYVEDEMM428
73321177,HYVEDEMM567
73322380,HYVEDEMM570
73331700,GABLDE71XXX
73340046,COBADEFFXXX
73350000,BYLADEM1ALG
73369826,GENODEF1LIA
73369851,GENODEF1AIT
73369854,GENODEF1FCH
73369859,GENODEF1BIN
73369871,GENODEF1EGB
73369902,GENODEF1KM1
73369918,GENODEF1OKI
73369920,GENODEF1SFO
73369933,GENODEF1RHP
73369936,GENODEF1SER
73369954,GENODEF1WGO
73370008,DEUTDEMM733
73370008,DEUTDEMM734
73370008,DEUTDEMM735
73370008,DEUTDEMM736
73370008,DEUTDEMM737
73370024,DEUTDEDB733
73370024,DEUTDEDB734
73370024,DEUTDEDB735
73370024,DEUTDEDB736
73370024,DEUTDEDB737
73380004,DRESDEFF733
73390000,GENODEF1KEV
73392000,GENODEF1IMV
73420071,HYVEDEMM427
73421478,HYVEDEMM666
73440048,COBADEFFXXX
73450000,BYLADEM1KFB
73451450,BYLADEM1SOG
73480013,DRESDEFF734
74020074,HYVEDEMM445
74020100,RZOODE77XXX
74020150,RZOODE77050
74040082,COBADEFFXXX
74050000,BYLADEM1PAS
74061814,GENODEF1PFK
74062490,GENODEF1VIR
74062786,GENODEF1TIE
74064593,GENODEF1WSD
74065782,GENODEF1SZT
74066749,GENODEF1HZN
74067000,GENODEF1POC
74069744,GENODEF1GRT
74069752,GENODEF1HHU
74069758,GENODEF1TKI
74069768,GENODEF1NHD
74090000,GENODEF1PA1
74120071,HYVEDEMM415
74131000,TEKRDE71XXX
74140048,COBADEFFXXX
74150000,BYLADEM1DEG
74180009,DRESDEFF741
74190000,GENODEF1DGV
74191000,GENODEF1LND
74220075,HYVEDEMM452
74221170,HYVEDEMM675
74240062,COBADEFFXXX
74250000,BYLADEM1SRG
74251020,BYLADEM1CHM
74260110,GENODEF1SR2
74261024,GENODEF1CHA
74290000,GENODEF1SR1
74290100,CBSRDE71XXX
74320073,HYVEDEMM433
74340077,COBADEFFXXX
74350000,BYLADEM1LAH
74351430,BYLADEM1EGF
74351740,BYLADEM1MSB
74361211,GENODEF1ARF
74362663,GENODEF1ERG
74364689,GENODEF1PFF
74369068,GENODEF1LWE
74369088,GENODEF1GPF
74369130,GENODEF1PST
74369146,GENODEF1RZK
74369656,GENODEF1ENA
74369662,GENODEF1EBV
74369704,GENODEF1MKO
74380007,DRESDEFF743
74390000,GENODEF1LH1
74391400,GENODEF1EGR
74392300,GENODEF1VBV
75000000,MARKDEF1750
75020073,HYVEDEMM447
75021174,HYVEDEMM804
75040062,COBADEFFXXX
75050000,BYLADEM1RBG
75051040,BYLADEM1SAD
75051565,BYLADEM1KEH
75060150,GENODEF1R02
75061168,GENODEF1SWN
75061851,GENODEF1REF
75062026,GENODEF1DST
75069014,GENODEF1ABS
75069015,GENODEF1NGG
75069020,GENODEF1BUK
75069038,GENODEF1FKS
75069050,GENODEF1GRW
75069055,GENODEF1HGA
75069061,GENODEF1HEM
75069078,GENODEF1SZV
75069081,GENODEF1KTZ
75069094,GENODEF1PAR
75069110,GENODEF1NKN
75069171,GENODEF1SWD
75070013,DEUTDEMM741
75070013,DEUTDEMM750
75070013,DEUTDEMM751
75070013,DEUTDEMM752
75070024,DEUTDEDB741
75070024,DEUTDEDB750
75070024,DEUTDEDB751
75070024,DEUTDEDB752
75080003,DRESDEFF750
75090000,GENODEF1R01
75090300,GENODEF1M05
75090500,GENODEF1S05
75090900,GENODEF1P18
75091400,GENODEF1BLF
75220070,HYVEDEMM405
75240000,COBADEFFXXX
75250000,BYLADEM1ABG
75261700,GENODEF1SZH
75290000,GENODEF1AMV
75320075,HYVEDEMM454
75340090,COBADEFFXXX
75350000,BYLADEM1WEN
75351960,BYLADEM1ESB
75360011,GENODEF1WEO
75362039,GENODEF1FLS
75363189,GENODEF1NEW
