blz,city,ags,bank,pan
81052000,Wernigerode,15085370,Harzsparkasse,58112
81053272,Magdeburg,15003000,Sparkasse MagdeBurg,58120
81054000,Burg,15086015,Sparkasse Jerichower Land -alt-,58195
81055000,Oschersleben (Bode),,Kreissparkasse Börde,58196
81055555,Salzwedel,15081455,Sparkasse Altmark West,58194
81063028,Kalbe (Milde),15081240,Raiffeisenbank Kalbe-Bismark,68520
81063028,Bismark (Altmark),15090070,Raiffeisenbank Kalbe-Bismark Kalbe,68520
81063028,Kalbe (Milde),15081240,Raiffeisenbank Kalbe-Bismark (Gf P2),78520
81063238,Burg,15086015,Volksbank Jerichower Land,68629
81063238,Burg,15086015,Volksbank Jerichower Land (Gf P2),78629
81068106,Magdeburg,15003000,Bank für Kirche und Diakonie - KD-Bank Gf Sonder-BLZ,
81069052,Wanzleben-Börde,15083531,Volksbank Börde-Bernburg,68574
81069052,Wanzleben-Börde,15083531,Volksbank Börde-Bernburg (Gf P2),78574
81070000,Magdeburg,15003000,Deutsche Bank,27708
81070000,Blankenburg (Harz),,Deutsche Bank,27708
81070000,Burg,15086015,Deutsche Bank,27708
81070000,Gardelegen,15081135,Deutsche Bank,27708
81070000,Genthin,15086040,Deutsche Bank,27708
81070000,Halberstadt,15085135,Deutsche Bank,27708
81070000,Haldensleben,15083270,Deutsche Bank,27708
81070000,Oschersleben (Bode),,Deutsche Bank,27708
81070000,Salzwedel,15081455,Deutsche Bank,27708
81070000,Schönebeck (Elbe),15089305,Deutsche Bank,27708
81070000,Staßfurt,15089310,Deutsche Bank,27708
81070000,Stendal,15090535,Deutsche Bank,27708
81070000,Wernigerode,15085370,Deutsche Bank,27708
81070000,Zerbst/Anhalt,15082430,Deutsche Bank,27708
81070024,Magdeburg,15003000,Deutsche Bank,21708
81070024,Blankenburg (Harz),,Deutsche Bank,21708
81070024,Burg,15086015,Deutsche Bank,21708
81070024,Gardelegen,15081135,Deutsche Bank,21708
79570024,Aschaffenburg,09661000,Deutsche Bank,21112
79570024,Miltenberg,09676139,Deutsche Bank,21112
79570051,Aschaffenburg,09661000,Deutsche Bank,27112
79570051,Miltenberg,09676139,Deutsche Bank,27112
79570324,Aschaffenburg,09661000,Postbank/DSL Ndl der Deutsche Bank,21364
79570364,Aschaffenburg,09661000,Postbank/DSL Ndl der Deutsche Bank,27364
79580099,Aschaffenburg,09661000,Commerzbank vormals Dresdner Bank,28795
79589402,Aschaffenburg,09661000,Commerzbank vormals Dresdner Bank ITGK,
79590000,Aschaffenburg,09661000,Volksbank Aschaffenburg -alt-,97031
79590000,Aschaffenburg,09661000,Volksbank Aschaffenburg (Gf P2),87031
79650000,Miltenberg,09676139,Sparkasse Miltenberg-Obernburg -alt-,57262
79665540,Eschau,09676123,Raiffeisenbank Elsavatal,68083
79665540,Elsenfeld,09676121,Raiffeisenbank Elsavatal,68083
79665540,Eschau,09676123,Raiffeisenbank Elsavatal (Gf P2),78083
79665540,Mönchberg,09676141,Raiffeisenbank Elsavatal,68083
79666548,Großostheim,09671122,Raiffeisenbank Großostheim-Obernburg -alt-,68077
79666548,Großostheim,09671122,Raiffeisenbank Großostheim-Obernburg (Gf P2),78077
79668509,Eichenbühl,09676119,Raiffeisenbank Eichenbühl und Umgebung,68096
79668509,Eichenbühl,09676119,Raiffeisenbank Eichenbühl und Umgebung (Gf P2),78096
79690000,Miltenberg,09676139,Raiffeisen-Volksbank Miltenberg -alt-,97032
79690000,Miltenberg,09676139,Raiffeisen-Volksbank Miltenberg (Gf P2),87032
80020086,Halle (Saale),15002000,UniCredit Bank - HypoVereinsbank,22108
80020086,Merseburg,15088220,UniCredit Bank - HypoVereinsbank,22108
80020086,Weißenfels,15084550,UniCredit Bank - HypoVereinsbank,22108
80020087,Dessau-Roßlau,15001000,UniCredit Bank - HypoVereinsbank,22117
80020087,Bitterfeld-Wolfen,15082015,UniCredit Bank - HypoVereinsbank,22117
80040000,Halle (Saale),15002000,Commerzbank,24800
80040000,Bernburg (Saale),15089030,Commerzbank,24800
80040000,Hettstedt,15087220,Commerzbank,24800
80040000,Köthen (Anhalt),15082180,Commerzbank,24800
80040000,Lutherstadt Eisleben,15087130,Commerzbank,24800
80040000,Merseburg,15088220,Commerzbank,24800
80040000,Naumburg (Saale),15084355,Commerzbank,24800
80040000,Sangerhausen,15087370,Commerzbank,24800
80040000,Weißenfels,15084550,Commerzbank,24800
80040000,Zeitz,15084590,Commerzbank,24800
80040000,Zerbst/Anhalt,15082430,Commerzbank,24800
80050500,Merseburg,15088220,Kreissparkasse Merseburg-Querfurt -alt-,58098
80053000,Zeitz,15084590,Sparkasse Burgenlandkreis,58093
80053572,Dessau-Roßlau,15001000,Stadtsparkasse Dessau,58007
80053622,Köthen (Anhalt),15082180,Kreissparkasse Köthen -alt-,58011
80053722,Bitterfeld-Wolfen,15082015,Kreissparkasse Anhalt-Bitterfeld,58019
80053762,Halle (Saale),15002000,Saalesparkasse,58021
80054000,Weißenfels,15084550,Kreissparkasse Weißenfels -alt-,58094
80055008,Lutherstadt Eisleben,15087130,Sparkasse Mansfeld-Südharz,58095
80055500,Staßfurt,15089310,Salzlandsparkasse,58092
80062608,Luckenwalde,12072232,Volksbank Elsterland -alt-,68664
80062608,Luckenwalde,12072232,Volksbank Elsterland (Gf P2),78664
80063508,Wernigerode,15085370,Harzer Volksbank,68516
80063508,Wernigerode,15085370,Harzer Volksbank (Gf P2),78516
79350101,Grafenrheinfeld,09678136,Sparkasse Schweinfurt-Haßberge,57281
79350101,Grettstadt,09678138,Sparkasse Schweinfurt-Haßberge,57281
79350101,Kolitzheim,09678150,Sparkasse Schweinfurt-Haßberge,57281
79350101,Niederwerrn,09678160,Sparkasse Schweinfurt-Haßberge,57281
79350101,Poppenhausen,09678168,Sparkasse Schweinfurt-Haßberge,57281
79350101,Röthlein,09678170,Sparkasse Schweinfurt-Haßberge,57281
79350101,Schonungen,09678174,Sparkasse Schweinfurt-Haßberge,57281
79350101,Schwanfeld,09678175,Sparkasse Schweinfurt-Haßberge,57281
79350101,Schwebheim,09678176,Sparkasse Schweinfurt-Haßberge,57281
79350101,Sennfeld,09678178,Sparkasse Schweinfurt-Haßberge,57281
79350101,Stadtlauringen,09678181,Sparkasse Schweinfurt-Haßberge,57281
79350101,Sulzheim,,Sparkasse Schweinfurt-Haßberge,57281
79350101,Werneck,09678193,Sparkasse Schweinfurt-Haßberge,57281
79351010,Bad Kissingen,09672114,Sparkasse Bad Kissingen,57291
79351010,Bad Bocklet,09672112,Sparkasse Bad Kissingen,57291
79351010,Bad Brückenau,09672113,Sparkasse Bad Kissingen,57291
79351010,Burkardroth,09672117,Sparkasse Bad Kissingen,57291
79351010,Euerdorf,09672122,Sparkasse Bad Kissingen,57291
79351010,Hammelburg,09672127,Sparkasse Bad Kissingen,57291
79351010,Maßbach,09672131,Sparkasse Bad Kissingen,57291
79351010,Motten,09672134,Sparkasse Bad Kissingen,57291
79351010,Münnerstadt,09672135,Sparkasse Bad Kissingen,57291
79351010,Nüdlingen,09672136,Sparkasse Bad Kissingen,57291
79351010,Oberthulba,09672139,Sparkasse Bad Kissingen,57291
79351010,Oerlenbach,09672140,Sparkasse Bad Kissingen,57291
79351010,Wildflecken,09672163,Sparkasse Bad Kissingen,57291
79351730,Haßfurt,09674147,Sparkasse Ostunterfranken -alt-,57285
79351730,Ebelsbach,09674129,Sparkasse Ostunterfranken,57285
79351730,Ebern,09674130,Sparkasse Ostunterfranken,57285
79351730,Eltmann,09674133,Sparkasse Ostunterfranken,57285
79351730,Hofheim i.UFr.,,Sparkasse Ostunterfranken,57285
79351730,Knetzgau,09674163,Sparkasse Ostunterfranken,57285
79351730,Königsberg i.Bay.,,Sparkasse Ostunterfranken,57285
79351730,Maroldsweisach,09674171,Sparkasse Ostunterfranken,57285
79351730,Rauhenebrach,09674187,Sparkasse Ostunterfranken,57285
79351730,Sand a. Main,09674195,Sparkasse Ostunterfranken,57285
79351730,Theres,09674180,Sparkasse Ostunterfranken,57285
79351730,Zeil a. Main,,Sparkasse Ostunterfranken,57285
79353090,Bad Neustadt a.d.Saale,,Sparkasse Bad Neustadt a d Saale,57283
79353090,Bad Königshofen i. Grabfeld,,Sparkasse Bad Neustadt a d Saale,57283
79353090,Bischofsheim i.d.Rhön,,Sparkasse Bad Neustadt a d Saale,57283
79353090,Fladungen,09673123,Sparkasse Bad Neustadt a d Saale,57283
79353090,Mellrichstadt,09673142,Sparkasse Bad Neustadt a d Saale,57283
79353090,Oberelsbach,09673149,Sparkasse Bad Neustadt a d Saale,57283
79353090,Ostheim v.d.Rhön,,Sparkasse Bad Neustadt a d Saale,57283
79353090,Saal a.d.Saale,,Sparkasse Bad Neustadt a d Saale,57283
79362081,Gerolzhofen,09678134,VR-MainBank,68073
79362081,Donnersdorf,09678124,VR-MainBank,68073
79362081,Gerolzhofen,09678134,VR-MainBank (Gf P2),78073
79363016,Bad Neustadt a.d.Saale,,Volksbank Raiffeisenbank Rhön-Grabfeld -alt-,67106
79069150,Triefenstein,09677154,Raiffeisenbank Main-Spessart,67346
79069150,Urspringen,09677193,Raiffeisenbank Main-Spessart,67346
79069150,Wiesen,09671162,Raiffeisenbank Main-Spessart,67346
79069150,Wiesthal,09677200,Raiffeisenbank Main-Spessart,67346
79069150,Zellingen,09677203,Raiffeisenbank Main-Spessart,67346
79069165,Sennfeld,09678178,VR-Bank Main-Rhön,67373
79069165,Sennfeld,09678178,VR-Bank Main-Rhön (Gf P2),77373
79069181,Nüdlingen,09672136,Raiffeisenbank -alt-,67401
79069181,Nüdlingen,09672136,Raiffeisenbank (Gf P2),77401
79069188,Sulzdorf a.d.Lederhecke,,Raiffeisenbank im Grabfeld,67409
79069188,Sulzdorf a.d.Lederhecke,,Raiffeisenbank im Grabfeld (Gf P2),77409
79069213,Rannungen,09672143,Raiffeisenbank,67436
79069213,Dittelbrunn,09678123,Raiffeisenbank,67436
79069213,Maßbach,09672131,Raiffeisenbank,67436
79069213,Oerlenbach,09672140,Raiffeisenbank,67436
79069213,Rannungen,09672143,Raiffeisenbank (Gf P2),77436
79070016,Würzburg,09663000,Deutsche Bank,27228
79070016,Bad Mergentheim,08128007,Deutsche Bank,27228
79070016,Schweinfurt,09662000,Deutsche Bank,27228
79070024,Würzburg,09663000,Deutsche Bank,21228
79070024,Bad Mergentheim,08128007,Deutsche Bank,21228
79070024,Schweinfurt,09662000,Deutsche Bank,21228
79080052,Würzburg,09663000,Commerzbank vormals Dresdner Bank,28790
79080052,Kitzingen,09675141,Commerzbank vormals Dresdner Bank,28790
79080052,Wertheim,08128131,Commerzbank vormals Dresdner Bank,28790
79080085,Würzburg,09663000,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1",
79090000,Würzburg,09663000,Volksbank Raiffeisenbank Würzburg,97028
79090000,Aub,09679114,Volksbank Raiffeisenbank Würzburg,97028
79090000,Eibelstadt,09679124,Volksbank Raiffeisenbank Würzburg,97028
79090000,Gerbrunn,09679136,Volksbank Raiffeisenbank Würzburg,97028
79090000,Giebelstadt,09679138,Volksbank Raiffeisenbank Würzburg,97028
79090000,Güntersleben,09679142,Volksbank Raiffeisenbank Würzburg,97028
79090000,Hettstadt,09679146,Volksbank Raiffeisenbank Würzburg,97028
79090000,Leinach,09679200,Volksbank Raiffeisenbank Würzburg,97028
79090000,Margetshöchheim,09679161,Volksbank Raiffeisenbank Würzburg,97028
79090000,Ochsenfurt,09679170,Volksbank Raiffeisenbank Würzburg,97028
79090000,Randersacker,09679175,Volksbank Raiffeisenbank Würzburg,97028
79090000,Reichenberg,,Volksbank Raiffeisenbank Würzburg,97028
79090000,Retzstadt,09677175,Volksbank Raiffeisenbank Würzburg,97028
79090000,Rimpar,09679180,Volksbank Raiffeisenbank Würzburg,97028
79090000,Rottendorf,09679185,Volksbank Raiffeisenbank Würzburg,97028
79090000,Röttingen,09679182,Volksbank Raiffeisenbank Würzburg,97028
79090000,Sommerhausen,09679187,Volksbank Raiffeisenbank Würzburg,97028
79090000,Thüngersheim,09679194,Volksbank Raiffeisenbank Würzburg,97028
79090000,Veitshöchheim,09679202,Volksbank Raiffeisenbank Würzburg,97028
79090000,Würzburg,09663000,Volksbank Raiffeisenbank Würzburg (Gf P2),87028
79090000,Zellingen,09677203,Volksbank Raiffeisenbank Würzburg,97028
79161058,Nordheim a. Main,,Raiffeisenbank Fränkisches Weinland -alt-,67044
79161058,Nordheim a. Main,,Raiffeisenbank Fränkisches Weinland (Gf P2),77044
79161499,Obernbreit,09675156,Raiffeisenbank Kitzinger Land -alt-,67064
79032038,Schweinfurt,09662000,MERKUR PRIVATBANK,99013
79032038,Wiesbaden,06414000,MERKUR PRIVATBANK,99013
79032038,Würzburg,09663000,MERKUR PRIVATBANK,99013
79040047,Würzburg,09663000,Commerzbank Würzburg,24772
79040047,Kitzingen,09675141,Commerzbank,24772
79040047,Wertheim,08128131,Commerzbank,24772
79050000,Würzburg,09663000,Sparkasse Mainfranken Würzburg,57224
79050000,Arnstein,,Sparkasse Mainfranken Würzburg,57224
79050000,Burgsinn,09677122,Sparkasse Mainfranken Würzburg,57224
79050000,Dettelbach,09675117,Sparkasse Mainfranken Würzburg,57224
79050000,Eibelstadt,09679124,Sparkasse Mainfranken Würzburg,57224
79050000,Eisingen,,Sparkasse Mainfranken Würzburg,57224
79050000,Esselbach,09677126,Sparkasse Mainfranken Würzburg,57224
79050000,Estenfeld,09679130,Sparkasse Mainfranken Würzburg,57224
79050000,Frammersbach,09677129,Sparkasse Mainfranken Würzburg,57224
79050000,Geiselwind,09675127,Sparkasse Mainfranken Würzburg,57224
79050000,Gemünden a. Main,,Sparkasse Mainfranken Würzburg,57224
79050000,Giebelstadt,09679138,Sparkasse Mainfranken Würzburg,57224
79050000,Helmstadt,09679144,Sparkasse Mainfranken Würzburg,57224
79050000,Höchberg,09679147,Sparkasse Mainfranken Würzburg,57224
79050000,Iphofen,09675139,Sparkasse Mainfranken Würzburg,57224
79050000,Karlstadt,09677148,Sparkasse Mainfranken Würzburg,57224
79050000,Kitzingen,09675141,Sparkasse Mainfranken Würzburg,57224
79050000,Lohr a. Main,,Sparkasse Mainfranken Würzburg,57224
79050000,Marktbreit,09675147,Sparkasse Mainfranken Würzburg,57224
79050000,Marktheidenfeld,09677157,Sparkasse Mainfranken Würzburg,57224
79050000,Ochsenfurt,09679170,Sparkasse Mainfranken Würzburg,57224
79050000,Rimpar,09679180,Sparkasse Mainfranken Würzburg,57224
79050000,Rottendorf,09679185,Sparkasse Mainfranken Würzburg,57224
79050000,Röttingen,09679182,Sparkasse Mainfranken Würzburg,57224
79050000,Veitshöchheim,09679202,Sparkasse Mainfranken Würzburg,57224
79050000,Volkach,09675174,Sparkasse Mainfranken Würzburg,57224
79050000,Wiesentheid,09675178,Sparkasse Mainfranken Würzburg,57224
79050000,Zell a. Main,,Sparkasse Mainfranken Würzburg,57224
79063060,Estenfeld,09679130,Raiffeisenbank Estenfeld-Bergtheim -alt-,68052
79063060,Bergtheim,09679117,Raiffeisenbank Estenfeld-Bergtheim,68052
79063060,Estenfeld,09679130,Raiffeisenbank Estenfeld-Bergtheim (Gf P2),78052
79063060,Hausen b. Würzburg,,Raiffeisenbank Estenfeld-Bergtheim,68052
79063060,Kürnach,09679156,Raiffeisenbank Estenfeld-Bergtheim,68052
79063060,Oberpleichfeld,09679169,Raiffeisenbank Estenfeld-Bergtheim,68052
79063060,Unterpleichfeld,09679201,Raiffeisenbank Estenfeld-Bergtheim,68052
79063122,Höchberg,09679147,Raiffeisenbank Höchberg,67107
79063122,Eisingen,,Raiffeisenbank Höchberg,67107
79063122,Helmstadt,09679144,Raiffeisenbank Höchberg,67107
79063122,Höchberg,09679147,Raiffeisenbank Höchberg (Gf P2),77107
79063122,Neubrunn,,Raiffeisenbank Höchberg,67107
79063122,Uettingen,09679196,Raiffeisenbank Höchberg,67107
79065028,Bad Kissingen,09672114,VR-Bank Bad Kissingen,68122
79065028,Bad Bocklet,09672112,VR-Bank Bad Kissingen,68122
79065028,Bad Brückenau,09672113,VR-Bank Bad Kissingen,68122
78140000,Waldsassen,09377158,Commerzbank,24451
78140000,Wunsiedel,09479169,Commerzbank,24451
78160069,Marktredwitz,09479136,VR-Bank Fichtelgebirge-Frankenwald,67020
78160069,Arzberg,,VR-Bank Fichtelgebirge-Frankenwald,67020
78160069,Bad Steben,09475112,VR-Bank Fichtelgebirge-Frankenwald,67020
78160069,Berg,,VR-Bank Fichtelgebirge-Frankenwald,67020
78160069,Geroldsgrün,09475128,VR-Bank Fichtelgebirge-Frankenwald,67020
78160069,Hirschberg,,VR-Bank Fichtelgebirge-Frankenwald,67020
78160069,Höchstädt i. Fichtelgebirge,,VR-Bank Fichtelgebirge-Frankenwald,67020
78160069,Issigau,09475137,VR-Bank Fichtelgebirge-Frankenwald,67020
78160069,Marktleuthen,09479135,VR-Bank Fichtelgebirge-Frankenwald,67020
78160069,Marktredwitz,09479136,VR-Bank Fichtelgebirge-Frankenwald (Gf P2),77020
78160069,Nagel,09479138,VR-Bank Fichtelgebirge-Frankenwald,67020
78160069,Pechbrunn,09377145,VR-Bank Fichtelgebirge-Frankenwald,67020
78160069,Rosenthal am Rennsteig,16075136,VR-Bank Fichtelgebirge-Frankenwald,67020
78160069,Röslau,09479145,VR-Bank Fichtelgebirge-Frankenwald,67020
78160069,Schönwald,,VR-Bank Fichtelgebirge-Frankenwald,67020
78160069,Selb,09479152,VR-Bank Fichtelgebirge-Frankenwald,67020
78160069,Thiersheim,09479158,VR-Bank Fichtelgebirge-Frankenwald,67020
78160069,Tröstau,09479161,VR-Bank Fichtelgebirge-Frankenwald,67020
78160069,Wunsiedel,09479169,VR-Bank Fichtelgebirge-Frankenwald,67020
78161575,Waldsassen,09377158,Raiffeisenbank im Stiftland -alt-,68120
78161575,Bad Neualbenreuth,09377142,Raiffeisenbank im Stiftland Gs Neualbenreuth,68120
78161575,Falkenberg,,Raiffeisenbank im Stiftland Gs Falkenberg,68120
78161575,Fuchsmühl,09377119,Raiffeisenbank im Stiftland Gs Fuchsmühl,68120
78161575,Konnersreuth,09377131,Raiffeisenbank im Stiftland Gs Konnersreuth,68120
78161575,Mitterteich,09377141,Raiffeisenbank im Stiftland Gs Mitterteich,68120
78161575,Mähring,09377139,Raiffeisenbank im Stiftland Gs Mähring,68120
78161575,Plößberg,09377146,Raiffeisenbank im Stiftland Gs Plößberg,68120
78161575,Püchersreuth,09374150,Raiffeisenbank im Stiftland Gs Wurz,68120
78161575,Tirschenreuth,09377154,Raiffeisenbank im Stiftland HGs Tirschenreuth,68120
78161575,Waldsassen,09377158,Raiffeisenbank im Stiftland (Gf P2),78120
78161575,Wiesau,09377159,Raiffeisenbank im Stiftland Gs Wiesau,68120
78320076,Coburg,09463000,UniCredit Bank - HypoVereinsbank,22020
78320076,Neustadt b. Coburg,,UniCredit Bank - HypoVereinsbank,22020
78340091,Coburg,09463000,Commerzbank,24764
78340091,Sonneberg,16072018,Commerzbank,24764
78350000,Coburg,09463000,Sparkasse Coburg-Lichtenfels,57292
78350000,Bad Rodach,09473158,Sparkasse Coburg-Lichtenfels,57292
78350000,Bad Staffelstein,09478165,Sparkasse Coburg-Lichtenfels,57292
78350000,Burgkunstadt,09478116,Sparkasse Coburg-Lichtenfels,57292
78350000,Ebensfeld,09478120,Sparkasse Coburg-Lichtenfels,57292
78350000,Ebersdorf b. Coburg,,Sparkasse Coburg-Lichtenfels,57292
78350000,Lautertal,,Sparkasse Coburg-Lichtenfels,57292
78350000,Lichtenfels,,Sparkasse Coburg-Lichtenfels,57292
78350000,Michelau i.OFr.,,Sparkasse Coburg-Lichtenfels,57292
78350000,Neustadt b. Coburg,,Sparkasse Coburg-Lichtenfels,57292
78350000,Redwitz a.d.Rodach,09478155,Sparkasse Coburg-Lichtenfels,57292
78350000,Rödental,09473159,Sparkasse Coburg-Lichtenfels,57292
78350000,Seßlach,09473165,Sparkasse Coburg-Lichtenfels,57292
77320072,Pegnitz,09472175,UniCredit Bank - HypoVereinsbank,22013
77322200,Hof,,FNZ Bank,
77340076,Bayreuth,09462000,Commerzbank,24763
77340076,Auerbach i.d.OPf.,,Commerzbank,24763
77340076,Bad Berneck i. Fichtelgebirge,,Commerzbank,24763
77340076,Pegnitz,09472175,Commerzbank,24763
77340076,Weidenberg,09472199,Commerzbank,24763
77350110,Bayreuth,09462000,Sparkasse Bayreuth,57252
77363749,Gefrees,09472139,Raiffeisenbank -alt-,68051
77363749,Gefrees,09472139,Raiffeisenbank (Gf P2),78051
77365792,Hollfeld,09472154,Raiffeisenbank Fränkische Schweiz,68119
77365792,Hollfeld,09472154,Raiffeisenbank Fränkische Schweiz (Gf P2),78119
77365792,Königsfeld,,Raiffeisenbank Fränkische Schweiz,68119
77365792,Waischenfeld,09472197,Raiffeisenbank Fränkische Schweiz,68119
78020070,Hof,,UniCredit Bank - HypoVereinsbank,22038
78020070,Marktredwitz,09479136,UniCredit Bank - HypoVereinsbank,22038
78020070,Selb,09479152,UniCredit Bank - HypoVereinsbank,22038
78040081,Hof,,Commerzbank Hof Saale,24767
78040081,Bad Steben,09475112,Commerzbank,24767
78040081,Helmbrechts,09475136,Commerzbank,24767
78040081,Münchberg,09475154,Commerzbank,24767
78040081,Naila,09475156,Commerzbank,24767
78040081,Rehau,09475162,Commerzbank,24767
78040081,Schwarzenbach a.d.Saale,09475168,Commerzbank,24767
78040081,Schwarzenbach a.Wald,,Commerzbank,24767
78040081,Selb,09479152,Commerzbank,24767
78040081,Selbitz,09475171,Commerzbank,24767
78050000,Hof,,Sparkasse Hochfranken,57253
78050000,Arzberg,,Sparkasse Hochfranken,57253
78050000,Bad Steben,09475112,Sparkasse Hochfranken,57253
78050000,Berg,,Sparkasse Hochfranken,57253
78050000,Feilitzsch,09475123,Sparkasse Hochfranken,57253
78050000,Gefrees,09472139,Sparkasse Hochfranken,57253
78050000,Geroldsgrün,09475128,Sparkasse Hochfranken,57253
78050000,Helmbrechts,09475136,Sparkasse Hochfranken,57253
78050000,Kirchenlamitz,09479129,Sparkasse Hochfranken,57253
78050000,Konradsreuth,09475142,Sparkasse Hochfranken,57253
78050000,Marktleuthen,09479135,Sparkasse Hochfranken,57253
78050000,Marktredwitz,09479136,Sparkasse Hochfranken,57253
78050000,Münchberg,09475154,Sparkasse Hochfranken,57253
78050000,Nagel,09479138,Sparkasse Hochfranken,57253
78050000,Naila,09475156,Sparkasse Hochfranken,57253
78050000,Oberkotzau,09475158,Sparkasse Hochfranken,57253
78050000,Rehau,09475162,Sparkasse Hochfranken,57253
78050000,Röslau,09479145,Sparkasse Hochfranken,57253
78050000,Schirnding,09479147,Sparkasse Hochfranken,57253
78050000,Schwarzenbach a.d.Saale,09475168,Sparkasse Hochfranken,57253
78050000,Schwarzenbach a.Wald,,Sparkasse Hochfranken,57253
78050000,Schönwald,,Sparkasse Hochfranken,57253
78050000,Selb,09479152,Sparkasse Hochfranken,57253
77091800,Seßlach,09473165,VR-Bank Lichtenfels-Ebern,97103
77091800,Straufhain,16069049,VR-Bank Lichtenfels-Ebern,97103
77091800,Untersiemau,09473170,VR-Bank Lichtenfels-Ebern,97103
77120073,Kulmbach,09477128,UniCredit Bank - HypoVereinsbank,22047
77120073,Kronach,09476145,UniCredit Bank - HypoVereinsbank,22047
77140061,Kulmbach,09477128,Commerzbank,24768
77150000,Kulmbach,09477128,Sparkasse Kulmbach-Kronach,57248
77150000,Kronach,09476145,Sparkasse Kulmbach-Kronach,57248
77150000,Küps,09476146,Sparkasse Kulmbach-Kronach,57248
77150000,Ludwigsstadt,09476152,Sparkasse Kulmbach-Kronach,57248
77150000,Mainleus,09477136,Sparkasse Kulmbach-Kronach,57248
77150000,Marktleugast,09477138,Sparkasse Kulmbach-Kronach,57248
77150000,Marktrodach,09476183,Sparkasse Kulmbach-Kronach,57248
77150000,Mitwitz,09476154,Sparkasse Kulmbach-Kronach,57248
77150000,Neudrossenfeld,09477142,Sparkasse Kulmbach-Kronach,57248
77150000,Stadtsteinach,09477156,Sparkasse Kulmbach-Kronach,57248
77150000,Steinbach a. Wald,,Sparkasse Kulmbach-Kronach,57248
77150000,Steinwiesen,09476177,Sparkasse Kulmbach-Kronach,57248
77150000,Stockheim,,Sparkasse Kulmbach-Kronach,57248
77150000,Teuschnitz,09476180,Sparkasse Kulmbach-Kronach,57248
77150000,Thurnau,09477157,Sparkasse Kulmbach-Kronach,57248
77150000,Untersteinach,09477159,Sparkasse Kulmbach-Kronach,57248
77150000,Wallenfels,09476184,Sparkasse Kulmbach-Kronach,57248
77150000,Wilhelmsthal,09476189,Sparkasse Kulmbach-Kronach,57248
77150000,Wirsberg,09477163,Sparkasse Kulmbach-Kronach,57248
77190000,Kulmbach,09477128,VR Bank Oberfranken Mitte,97023
77190000,Harsdorf,09477119,VR Bank Oberfranken Mitte,97023
77190000,Himmelkron,09477121,VR Bank Oberfranken Mitte,97023
77190000,Kasendorf,09477124,VR Bank Oberfranken Mitte,97023
77190000,Kronach,09476145,VR Bank Oberfranken Mitte,97023
77190000,Kulmbach,09477128,VR Bank Oberfranken Mitte (Gf P2),87023
77190000,Ludwigschorgast,09477135,VR Bank Oberfranken Mitte,97023
77190000,Ludwigsstadt,09476152,VR Bank Oberfranken Mitte,97023
77190000,Mainleus,09477136,VR Bank Oberfranken Mitte,97023
77190000,Marktrodach,09476183,VR Bank Oberfranken Mitte,97023
77190000,Neuenmarkt,09477143,VR Bank Oberfranken Mitte,97023
77190000,Pressig,09476164,VR Bank Oberfranken Mitte,97023
77190000,Rugendorf,09477151,VR Bank Oberfranken Mitte,97023
77190000,Stadtsteinach,09477156,VR Bank Oberfranken Mitte,97023
77190000,Steinbach a. Wald,,VR Bank Oberfranken Mitte,97023
77190000,Steinwiesen,09476177,VR Bank Oberfranken Mitte,97023
77190000,Tettau,,VR Bank Oberfranken Mitte,97023
77190000,Thurnau,09477157,VR Bank Oberfranken Mitte,97023
77190000,Trebgast,09477158,VR Bank Oberfranken Mitte,97023
77190000,Untersteinach,09477159,VR Bank Oberfranken Mitte,97023
77190000,Wallenfels,09476184,VR Bank Oberfranken Mitte,97023
77190000,Wirsberg,09477163,VR Bank Oberfranken Mitte,97023
77190000,Wonsees,09477164,VR Bank Oberfranken Mitte,97023
77190000,Wurzbach,16075133,VR Bank Oberfranken Mitte,97023
77320072,Bayreuth,09462000,UniCredit Bank - HypoVereinsbank,22013
77060100,Strullendorf,09471195,VR Bank Bamberg Raiffeisen-Volksbank,67022
77060100,Viereth-Trunstadt,09471207,VR Bank Bamberg Raiffeisen-Volksbank,67022
77060100,Walsdorf,,VR Bank Bamberg Raiffeisen-Volksbank,67022
77060100,Zapfendorf,09471214,VR Bank Bamberg Raiffeisen-Volksbank,67022
77061004,Altenkunstadt,09478111,Raiffeisenbank Obermain Nord -alt-,68118
77061004,Altenkunstadt,09478111,Raiffeisenbank Obermain Nord (Gf P2),78118
77061425,Ebern,09674130,Raiffeisen-Volksbank -alt-,68075
77061425,Ebern,09674130,Raiffeisen-Volksbank (Gf P2),78075
77062014,Burgebrach,09471120,Raiffeisenbank Burgebrach-Stegaurach,68047
77062014,Burgebrach,09471120,Raiffeisenbank Burgebrach-Stegaurach (Gf P2),78047
77062014,Ebrach,09471128,Raiffeisenbank Burgebrach-Stegaurach,68047
77062014,Frensdorf,09471131,Raiffeisenbank Burgebrach-Stegaurach,68047
77062014,Pettstadt,09471169,Raiffeisenbank Burgebrach-Stegaurach,68047
77062014,Stegaurach,09471191,Raiffeisenbank Burgebrach-Stegaurach,68047
77062139,Bad Staffelstein,09478165,Volksbank Raiffeisenbank Obermain,68059
77062139,Altenkunstadt,09478111,Volksbank Raiffeisenbank Obermain,68059
