idx,first_name,sex
2796,Walburga,female
2797,Walda,female
2798,Waldburga,female
2799,Waldburgis,female
2800,Waldemar,male
2801,Waldfried,male
2802,Waldfriede,female
2803,Waldtraud,female
2804,Waldtraut,female
2805,Walentina,female
2806,Walfried,male
2807,Walfriede,female
2808,Walli,female
2809,Wally,female
2810,Walter,male
2811,Walther,male
2812,Walti,male
2813,Waltraud,female
2814,Waltraut,female
2815,Waltrud,female
2816,Waltrude,female
2817,Waltrudis,female
2818,Wanda,female
2819,Warnfried,male
2820,Wastl,male
2821,Wedig,male
2822,Wedigo,male
2823,Weikhard,male
2824,Welf,male
2825,Welfhard,male
2826,Wencke,female
2827,Wendel,male
2828,Wendela,female
2829,Wendelgard,female
2830,Wendelin,female
2831,Wendelin,male
2832,Wendeline,female
2833,Wendelinus,male
2834,Wendemar,male
2835,Wenke,female
2836,Wennemar,male
2837,Wenzel,male
2838,Wera,female
2839,Werner,male
2840,Wernfried,male
2841,Werngard,female
2842,Wernhard,male
2843,Wernher,male
2844,Wernhild,female
2845,Wibke,female
2846,Wichard,male
2847,Wido,male
2848,Wiebke,female
2849,Wiegand,male
2850,Wiegbert,male
2851,Wieghart,male
2852,Wieland,male
2853,Wiethold,male
2854,Wigand,male
2855,Wigbert,male
2856,Wiglaf,male
2857,Wilbert,male
2858,Wilbrand,male
2859,Wilbrandt,male
2860,Wilderich,male
2861,Wilfrid,male
2862,Wilfried,male
2863,Wilfriede,female
2864,Wilgard,female
2865,Wilhard,male
2866,Wilhardt,male
2867,Wilhelm,male
2868,Wilhelma,female
2869,Wilhelmine,female
2870,Wilja,female
2871,Willehad,male
2872,Willhart,male
2873,Willi,male
2874,Willibald,male
2875,Willibert,male
2876,Willma,female
2877,Willmar,male
2878,Willrich,male
2879,Willy,male
2880,Wilma,female
2881,Wilmar,male
2882,Wilmhard,male
2883,Wilmut,male
2884,Wiltraud,female
2885,Wiltraut,female
2886,Wiltrud,female
2887,Wiltrude,female
2888,Wiltrudis,female
2889,Winand,male
2890,Winfrid,male
2891,Winfried,male
2892,Winfriede,female
2893,Wingolf,male
2894,Winnimar,male
2895,Winrich,male
2896,Wintrud,female
2897,Withold,male
2898,Witmar,male
2899,Witta,female
2900,Wittmar,male
2901,Wladislaus,male
2902,Woldemar,male
2903,Wolf,male
2904,Wolfbert,male
2905,Wolfdieter,male
2906,Wolfdietrich,male
2907,Wolfeckart,male
2908,Wolff,male
2909,Wolfgang,male
2910,Wolfgard,female
2911,Wolfhard,male
2912,Wolfhardt,male
2913,Wolfhart,male
2914,Wolfhelm,male
2915,Wolfhermann,male
2916,Wolfhilde,female
2917,Wolfmar,male
2918,Wolfram,male
2919,Wolfrid,male
2920,Wolfried,male
2921,Wolrad,male
2922,Wulf,male
2923,Wulfhard,male
2924,Wulfhardt,male
2925,Wunibald,male
2926,Wunnibald,male
2927,Xaver,male
2928,Xaverius,male
2929,Xenia,female
2930,Yasemin,female
2931,Yasmin,female
2932,York,male
2933,Yvette,female
2934,Yvonne,female
2935,Zacharias,male
2936,Zdenka,female
2937,Zehra,female
2938,Zeno,male
2939,Zenta,female
2940,Zenzi,female
2941,Zeynep,female
2942,Zilli,female
2943,Zita,female
2944,Zofia,female
