idx,first_name,sex
1435,Ilona,female
1436,Ilonka,female
1437,Ilrich,male
1438,Ilsa,female
1439,Ilsabe,female
1440,Ilse,female
1441,Ilsedore,female
1442,Ilsefriede,female
1443,Ilsegard,female
1444,Ilsegret,female
1445,Ilselore,female
1446,Ilsemarie,female
1447,Ilseruth,female
1448,Ilsetraud,female
1449,Ilsetraut,female
1450,Imelda,female
1451,Imke,female
1452,Immanuel,male
1453,Ina,female
1454,Ines,female
1455,Inga,female
1456,Ingbert,male
1457,Inge,female
1458,Ingeborg,female
1459,Ingeburg,female
1460,Ingedore,female
1461,Ingelene,female
1462,Ingelies,female
1463,Ingelinde,female
1464,Ingelore,female
1465,Ingelotte,female
1466,Ingemarie,female
1467,Ingerose,female
1468,Ingeruth,female
1469,Ingetraud,female
1470,Ingetraut,female
1471,Ingetrud,female
1472,Ingfried,male
1473,Inghard,male
1474,Ingmar,male
1475,Ingo,male
1476,Ingobert,male
1477,Ingolde,female
1478,Ingolf,male
1479,Ingomar,male
1480,Ingowart,male
1481,Ingram,male
1482,Ingrid,female
1483,Ingried,female
1484,Ingrun,female
1485,Ingunde,female
1486,Inka,female
1487,Inken,female
1488,Inkmar,male
1489,Inna,female
1490,Innozenz,male
1491,Insa,female
1492,Ira,female
1493,Irena,female
1494,Irene,female
1495,Ireneus,male
1496,Irina,female
1497,Iris,female
1498,Irlanda,female
1499,Irma,female
1500,Irmela,female
1501,Irmelie,female
1502,Irmelin,female
1503,Irmelinde,female
1504,Irmengard,female
1505,Irmengild,female
1506,Irmentraud,female
1507,Irmentraut,female
1508,Irmfried,male
1509,Irmfriede,female
1510,Irmgard,female
1511,Irmgarda,female
1512,Irmgardt,female
1513,Irmhild,female
1514,Irmhilde,female
1515,Irmi,female
1516,Irmin,male
1517,Irminfried,male
1518,Irmingard,female
1519,Irmintraud,female
1520,Irmlind,female
1521,Irmlinde,female
1522,Irmo,male
1523,Irmtraud,female
1524,Irmtraut,female
1525,Irmtrud,female
1526,Irmtrude,female
1527,Isa,female
1528,Isabel,female
1529,Isabell,female
1530,Isabella,female
1531,Isabelle,female
1532,Isbert,male
1533,Isedore,female
1534,Iselore,female
1535,Isfried,male
1536,Isgard,female
1537,Ishild,female
1538,Ishilde,female
1539,Isidor,male
1540,Ismene,female
1541,Isolde,female
1542,Ivana,female
1543,Ivanka,female
1544,Iven,male
1545,Ivette,female
1546,Ivo,male
1547,Ivonne,female
1548,Iwona,female
1549,Jacob,male
1550,Jacqueline,female
1551,Jadwiga,female
1552,Jakob,male
1553,Jan,male
1554,Jana,female
1555,Jane,female
1556,Janet,female
1557,Janett,female
1558,Janette,female
1559,Janfried,male
1560,Janin,female
1561,Janina,female
1562,Janine,female
1563,Janna,female
1564,Jannick,male
1565,Jannine,female
1566,Jaqueline,female
1567,Jasmin,female
1568,Jasmina,female
1569,Jean,male
1570,Jeanett,female
1571,Jeanette,female
1572,Jeannette,female
1573,Jeannine,female
1574,Jelena,female
1575,Jennifer,female
1576,Jenny,female
1577,Jens,male
1578,Jessica,female
1579,Jessika,female
1580,Jo,female
1581,Jo,male
1582,Joachim,male
1583,Joana,female
1584,Joanna,female
1585,Jobst,male
1586,Jochen,male
1587,Joel,male
1588,Johann,male
1589,Johanna,female
1590,Johanne,female
1591,Johannes,male
1592,Johannette,female
1593,Jolanda,female
1594,Jolande,female
1595,Jolanta,female
1596,Jolante,female
1597,Jolantha,female
1598,Jolanthe,female
1599,Jonas,male
1600,Jonathan,male
1601,Jonny,male
1602,Jons,male
1603,Joscha,male
1604,Joschka,male
1605,Josef,male
1606,Josefa,female
1607,Josefine,female
1608,Joseph,male
1609,Josepha,female
1610,Josephina,female
1611,Josephine,female
1612,Jost,male
1613,Josua,male
1614,Judith,female
1615,Juditha,female
1616,Julia,female
1617,Julian,male
1618,Juliana,female
1619,Juliane,female
1620,Julie,female
1621,Julius,male
1622,Jupp,male
1623,Just,male
1624,Justina,female
1625,Justine,female
1626,Justus,male
1627,Jutta,female
1628,Kai,male
1629,Kajetan,male
1630,Kareen,female
1631,Karen,female
1632,Karena,female
1633,Karin,female
1634,Karina,female
1635,Karl,male
1636,Karla,female
1637,Karlernst,male
1638,Karleugen,male
1639,Karlfried,male
1640,Karlfrieder,male
1641,Karlfriedrich,male
1642,Karlgeorg,male
1643,Karlhans,male
1644,Karlheiner,male
1645,Karlheinrich,male
1646,Karlheinz,male
1647,Karlhorst,male
1648,Karli,male
1649,Karlmann,male
1650,Karlotto,male
1651,Karlpeter,male
1652,Karola,female
1653,Karolin,female
1654,Karolina,female
1655,Karoline,female
1656,Karsta,female
1657,Karsten,male
1658,Kasimir,male
1659,Kaspar,male
1660,Kassandra,female
1661,Kata,female
1662,Katalin,female
1663,Katarina,female
1664,Katarzyna,female
1665,Katerina,female
1666,Katharina,female
1667,Katharine,female
1668,Katherina,female
1669,Kathi,female
1670,Kathleen,female
1671,Kathrein,female
1672,Kathrin,female
1673,Kathrina,female
1674,Kathrinchen,female
1675,Kathy,female
1676,Kati,female
1677,Katja,female
1678,Katrein,female
1679,Katrin,female
1680,Katrina,female
1681,Katy,female
1682,Kay,male
1683,Kersten,female
1684,Kersten,male
1685,Kerstin,female
1686,Kevin,male
1687,Kilian,male
1688,Kira,female
1689,Kirsten,female
1690,Kirstin,female
1691,Klara,female
1692,Klarissa,female
1693,Klaudia,female
1694,Klaudius,male
1695,Klaus,male
1696,Klausdieter,male
1697,Klauspeter,male
1698,Klemens,male
1699,Klementine,female
1700,Klothilde,female
1701,Klothildis,female
1702,Klotilde,female
1703,Kläre,female
1704,Knut,male
1705,Knuth,male
1706,Konrad,male
1707,Konradin,male
1708,Konstantin,male
1709,Konstanze,female
1710,Kora,female
1711,Korbinian,male
1712,Kord,male
1713,Kordelia,female
1714,Kordula,female
1715,Korinna,female
1716,Kornelia,female
1717,Kornelius,male
1718,Kreszentia,female
1719,Kreszenz,female
1720,Kreszenzia,female
1721,Kriemhild,female
1722,Kriemhilde,female
1723,Krimhild,female
1724,Krimhilde,female
1725,Krista,female
1726,Kristian,male
1727,Kristiane,female
1728,Kristin,female
1729,Kristina,female
1730,Kristine,female
1731,Kruno,male
1732,Krystyna,female
1733,Kunibert,male
1734,Kunigunda,female
1735,Kunigunde,female
1736,Kuno,male
1737,Kurd,male
1738,Kurt,male
1739,Kurth,male
1740,Kyra,female
1741,Käte,female
1742,Käthe,female
1743,Käthi,female
1744,Laila,female
1745,Lambert,male
1746,Landolf,male
1747,Lara,female
1748,Larissa,female
1749,Lars,male
1750,Laura,female
1751,Laurentius,male
1752,Laurenz,male
1753,Lea,female
1754,Leander,male
1755,Leberecht,male
1756,Lebrecht,male
1757,Leila,female
1758,Lena,female
1759,Lenard,male
1760,Lene,female
1761,Leni,female
1762,Lenore,female
1763,Lenz,male
1764,Leo,male
1765,Leokadia,female
1766,Leon,male
1767,Leongard,female
1768,Leonhard,male
1769,Leonharda,female
1770,Leonhardt,male
1771,Leoni,female
1772,Leonie,female
1773,Leonore,female
1774,Leopold,male
1775,Leopoldina,female
1776,Leopoldine,female
1777,Lerke,female
1778,Leuthold,male
1779,Lewin,male
1780,Leyla,female
1781,Lia,female
1782,Liane,female
1783,Liborius,male
1784,Lidia,female
1785,Lidija,female
1786,Lidwina,female
1787,Liebgard,female
1788,Liebgunde,female
1789,Liebhard,male
1790,Liebhardt,male
1791,Lienard,male
1792,Lienhard,male
1793,Lienhardt,male
1794,Liesa,female
1795,Liesbeth,female
1796,Lieschen,female
1797,Liesegret,female
1798,Liesel,female
1799,Lieselene,female
1800,Lieselore,female
1801,Lieselotte,female
1802,Liesgret,female
1803,Liesl,female
1804,Lili,female
1805,Lilia,female
1806,Lilian,female
1807,Liliana,female
1808,Liliane,female
1809,Lilibeth,female
1810,Lilija,female
1811,Lilli,female
1812,Lilly,female
1813,Lilo,female
1814,Lily,female
1815,Lina,female
1816,Linda,female
1817,Linde,female
1818,Lindemarie,female
1819,Lindhilde,female
1820,Lindmar,male
1821,Linhart,male
1822,Linhilde,female
1823,Lintrud,female
1824,Lioba,female
1825,Lisa,female
1826,Lisanne,female
1827,Lisbeth,female
1828,Lise,female
1829,Lisel,female
1830,Liselore,female
1831,Liselotte,female
1832,Lisette,female
1833,Lisl,female
1834,Lissi,female
1835,Lissy,female
1836,Ljiljana,female
1837,Ljubica,female
1838,Ljudmila,female
1839,Lois,male
1840,Loisl,male
1841,Lona,female
1842,Loni,female
1843,Lore,female
1844,Lorelies,female
1845,Loreliese,female
1846,Loremarie,female
1847,Lorenz,male
1848,Loretta,female
1849,Lothar,male
1850,Lotte,female
1851,Lottelore,female
1852,Lottemaria,female
1853,Lotti,female
1854,Louis,male
1855,Louise,female
1856,Lucas,male
1857,Lucia,female
1858,Lucie,female
1859,Ludger,male
1860,Ludmila,female
1861,Ludmilla,female
1862,Ludolf,male
1863,Ludwig,male
1864,Ludwiga,female
1865,Ludwina,female
1866,Luisa,female
1867,Luise,female
1868,Luitgard,female
1869,Luitgart,female
1870,Luitpold,male
1871,Luitwin,male
1872,Luka,female
1873,Lukas,male
1874,Lutz,male
1875,Luzia,female
1876,Luzie,female
1877,Lydia,female
1878,Lysann,female
1879,Madeleine,female
1880,Madita,female
1881,Madleine,female
1882,Madlen,female
1883,Magarete,female
1884,Magda,female
1885,Magdalena,female
1886,Magdalene,female
1887,Magret,female
1888,Magrit,female
1889,Maic,male
1890,Maik,male
1891,Maike,female
1892,Maja,female
1893,Maleen,female
1894,Malgorzata,female
1895,Malte,male
1896,Malve,female
1897,Malwine,female
1898,Mandy,female
1899,Manfred,male
1900,Manfried,male
1901,Manhard,male
1902,Manhardt,male
1903,Manhold,male
1904,Mania,female
1905,Manja,female
1906,Manuel,male
1907,Manuela,female
1908,Mara,female
1909,Marbod,male
1910,Marc,male
1911,Marcel,male
1912,Marcella,female
1913,Marcellus,male
1914,Marco,male
1915,Marcus,male
1916,Mareen,female
1917,Marei,female
1918,Mareike,female
1919,Mareile,female
1920,Maren,female
1921,Marena,female
1922,Marfried,male
1923,Marfriede,female
1924,Marga,female
1925,Margaret,female
1926,Margareta,female
1927,Margarete,female
1928,Margareth,female
1929,Margaretha,female
1930,Margarethe,female
1931,Margarita,female
1932,Margaritta,female
1933,Margit,female
1934,Margita,female
1935,Margitta,female
1936,Margitte,female
1937,Margolf,male
1938,Margot,female
1939,Margret,female
1940,Margreth,female
1941,Margrid,female
1942,Margrit,female
1943,Margund,female
1944,Margunde,female
1945,Marhild,female
1946,Maria,female
1947,Maria-Luise,female
1948,Maria-Theresia,female
1949,Marian,male
1950,Mariana,female
1951,Marianna,female
1952,Marianne,female
1953,Marica,female
1954,Marie,female
1955,Marie-Louise,female
1956,Marie-Luise,female
1957,Marie-Theres,female
1958,Marie-Therese,female
1959,Mariechen,female
1960,Mariedore,female
1961,Mariegret,female
1962,Mariele,female
1963,Marielene,female
1964,Marielies,female
1965,Marieliese,female
1966,Marielouise,female
1967,Marieluise,female
1968,Marietheres,female
1969,Marietraud,female
1970,Marietta,female
1971,Marija,female
1972,Marika,female
1973,Marilen,female
1974,Marilene,female
1975,Marilu,female
1976,Marina,female
1977,Marinette,female
1978,Mario,male
1979,Mariola,female
1980,Marion,female
1981,Marisa,female
1982,Marit,female
1983,Marita,female
1984,Maritta,female
1985,Marius,male
1986,Marjan,female
1987,Mark,male
1988,Marko,male
1989,Markolf,male
1990,Markus,male
1991,Markward,male
1992,Markwart,male
1993,Marleen,female
1994,Marlen,female
1995,Marlene,female
1996,Marli,female
1997,Marlies,female
1998,Marliese,female
1999,Marlinde,female
2000,Marlis,female
2001,Marlit,female
2002,Marlitt,female
2003,Marold,male
2004,Marta,female
2005,Martha,female
2006,Martin,male
2007,Martina,female
2008,Martine,female
2009,Martrud,female
2010,Mary,female
2011,Marzel,male
2012,Marzellus,male
2013,Marzena,female
2014,Mathias,male
2015,Mathilde,female
2016,Mathis,male
2017,Matthias,male
2018,Maurus,male
2019,Max,male
2020,Maxi,female
2021,Maxie,female
2022,Maximilian,male
2023,Maximiliane,female
2024,Maximillian,male
2025,Maxl,male
2026,Maya,female
2027,Mayk,male
2028,Mechthild,female
2029,Mechthilde,female
2030,Mechtild,female
2031,Mechtilde,female
2032,Medard,male
2033,Medardus,male
2034,Meik,male
2035,Meike,female
2036,Meikel,male
2037,Meinard,male
2038,Meinfried,male
2039,Meinfriede,female
2040,Meinhard,male
2041,Meinhart,male
2042,Meinold,male
2043,Meinolf,male
2044,Meinrad,male
2045,Meinulf,male
2046,Melanie,female
2047,Melchior,male
2048,Melinda,female
2049,Melisande,female
2050,Melissa,female
2051,Melita,female
2052,Melitta,female
2053,Meral,female
2054,Mercedes,female
2055,Merlind,female
2056,Merlinde,female
2057,Merten,male
2058,Meryem,female
2059,Meta,female
2060,Mia,female
2061,Micha,male
2062,Michael,male
2063,Michaela,female
2064,Michaele,female
2065,Michel,male
2066,Michelle,female
2067,Michl,male
2068,Mike,male
2069,Milena,female
2070,Milica,female
2071,Milka,female
2072,Milli,female
2073,Mina,female
2074,Minna,female
2075,Mira,female
2076,Mirco,male
2077,Mirella,female
2078,Miriam,female
2079,Mirja,female
2080,Mirjam,female
2081,Mirjana,female
2082,Mirko,male
2083,Miroslawa,female
2084,Mischel,male
2085,Mona,female
2086,Monica,female
2087,Monika,female
2088,Monique,female
2089,Monja,female
2090,Moritz,male
2091,Muthild,female
2092,Myriam,female
2093,Myrjam,female
2094,Myrta,female
2095,Nada,female
2096,Nadeschda,female
2097,Nadeshda,female
2098,Nadia,female
2099,Nadin,female
2100,Nadine,female
2101,Nadja,female
2102,Nancy,female
2103,Nanni,female
2104,Natali,female
2105,Natalia,female
2106,Natalie,female
2107,Natalija,female
2108,Natalja,female
2109,Natascha,female
2110,Nathalie,female
2111,Nathanael,male
2112,Neidhard,male
2113,Neidhardt,male
2114,Neithard,male
2115,Neithart,male
2116,Nelli,female
2117,Nelly,female
2118,Nepomuk,male
2119,Nermin,female
2120,Nevenka,female
2121,Nick,male
2122,Nicki,male
2123,Nicky,male
2124,Nico,male
2125,Nicola,female
2126,Nicolas,male
2127,Nicolaus,male
2128,Nicole,female
2129,Niels,male
2130,Niklas,male
2131,Niklaus,male
2132,Niko,male
2133,Nikodem,male
2134,Nikodemus,male
2135,Nikola,female
2136,Nikolas,male
2137,Nikolaus,male
2138,Nils,male
2139,Nina,female
2140,Noa,female
2141,Nora,female
2142,Norbert,male
2143,Nordfried,male
2144,Nordrun,female
2145,Norfried,male
2146,Norma,female
2147,Norman,male
2148,Nortrud,female
2149,Nortrun,female
2150,Norwin,male
2151,Notburg,female
2152,Notburga,female
2153,Notfried,male
2154,Notker,male
2155,Nunzius,male
2156,Nuran,female
2157,Nuray,female
2158,Nurten,female
2159,Oda,female
2160,Odilo,male
2161,Olaf,male
2162,Olav,female
2163,Olena,female
2164,Olf,male
2165,Olga,female
2166,Olinde,female
2167,Oliver,male
2168,Olivia,female
2169,Olli,male
2170,Ornulf,male
2171,Ortfried,male
2172,Ortmund,male
2173,Ortraud,female
2174,Ortrud,female
2175,Ortrun,female
2176,Ortwin,male
2177,Oskar,male
2178,Oslinde,female
2179,Osmund,male
2180,Oswald,male
2181,Oswin,male
2182,Otbert,male
2183,Otfried,male
2184,Otger,male
2185,Otheinrich,male
2186,Othmar,male
2187,Otmar,male
2188,Ottfried,male
2189,Otthard,male
2190,Otthart,male
2191,Otthein,male
2192,Ottheinrich,male
2193,Ottheinz,male
2194,Otthold,male
2195,Otti,female
2196,Ottilia,female
2197,Ottilie,female
2198,Ottkar,male
2199,Ottmar,male
2200,Otto,male
2201,Ottobert,male
2202,Ottokar,male
2203,Ottomar,male
2204,Ottwin,male
2205,Otwald,male
2206,Otwin,male
2207,Oxana,female
2208,Pamela,female
2209,Pankratius,male
2210,Pankraz,male
2211,Paola,female
2212,Pascal,male
2213,Pascale,female
2214,Patricia,female
2215,Patrick,male
2216,Patrizia,female
2217,Paul,male
2218,Paula,female
2219,Paulfried,male
2220,Paulina,female
2221,Pauline,female
2222,Paulinus,male
2223,Paulus,male
2224,Peggy,female
2225,Peter,male
2226,Petra,female
2227,Philine,female
2228,Philip,male
2229,Philipine,female
2230,Philipp,male
2231,Phillip,male
2232,Phillipp,male
2233,Phillippus,male
2234,Philomena,female
2235,Pia,female
2236,Pierre,male
2237,Pirmin,male
2238,Pius,male
2239,Poldi,female
2240,Polina,female
2241,Priska,female
2242,Quintus,male
2243,Quirin,male
2244,Rabea,female
2245,Radegundis,female
2246,Radmila,female
2247,Rahel,female
2248,Raik,male
2249,Raimar,male
2250,Raimer,male
2251,Raimond,male
2252,Raimund,male
2253,Raimunde,female
2254,Rainald,male
2255,Rainer,male
2256,Raingardis,female
2257,Rainhard,male
2258,Rainhardt,male
2259,Rainmund,male
2260,Raisa,female
2261,Raissa,female
2262,Ralf,male
2263,Ralph,male
2264,Ramona,female
2265,Randolf,male
2266,Randolph,male
2267,Raphael,male
2268,Raphaela,female
2269,Rasso,male
2270,Rathgunde,female
2271,Rauthgundis,female
2272,Raymund,male
2273,Rebecca,female
2274,Rebecka,female
2275,Rebekka,female
2276,Regelinde,female
2277,Regelindis,female
2278,Regina,female
2279,Reginbert,male
2280,Regine,female
2281,Reginhardt,male
2282,Reglind,female
2283,Reglindis,female
2284,Reimo,male
2285,Reimund,male
2286,Reinald,male
2287,Reinar,male
2288,Reinbert,male
2289,Reinburga,female
2290,Reiner,male
2291,Reinfried,male
2292,Reinfriede,female
2293,Reingard,female
2294,Reinhard,male
2295,Reinhardine,female
2296,Reinhardt,male
2297,Reinhart,male
2298,Reinhild,female
2299,Reinhilde,female
2300,Reinhildis,female
2301,Reinhold,male
2302,Reinholdine,female
2303,Reinholdt,male
2304,Reinlinde,female
2305,Reinmar,male
2306,Reino,male
2307,Reinold,male
2308,Reintraud,female
2309,Reintraut,female
2310,Reinulf,male
2311,Reinwald,male
2312,Relindis,female
2313,Rembert,male
2314,Remigius,male
2315,Rena,female
2316,Renald,male
2317,Renata,female
2318,Renate,female
2319,Renatus,male
2320,Reni,female
2321,Renilde,female
2322,Renold,male
2323,Reny,female
2324,Resel,female
2325,Resi,female
2326,Resie,female
2327,Resilotte,female
2328,Rezzo,male
2329,Rhiane,female
2330,Ria,female
2331,Riana,female
2332,Ribana,female
2333,Ricarda,female
2334,Richard,male
2335,Richarda,female
2336,Richardis,female
2337,Rico,male
2338,Rigbert,male
2339,Rigo,male
2340,Rigobert,male
2341,Rilana,female
2342,Rimbert,male
2343,Ringo,male
2344,Rita,female
2345,Robby,male
2346,Robert,male
2347,Roberto,male
2348,Rochus,male
2349,Roderich,male
2350,Roger,male
2351,Roland,male
2352,Rolf,male
2353,Roman,male
2354,Romana,female
2355,Romanus,male
2356,Romi,female
2357,Rommy,female
2358,Romy,female
2359,Ronald,male
2360,Ronny,male
2361,Rosa,female
2362,Rosa-Maria,female
2363,Rosalia,female
2364,Rosalie,female
2365,Rosalinde,female
2366,Rosamarie,female
2367,Rose,female
2368,Rose-Marie,female
2369,Rosegret,female
2370,Rosegunde,female
2371,Rosehilde,female
2372,Rosel,female
2373,Roselene,female
2374,Roselette,female
2375,Roselies,female
2376,Roseliese,female
2377,Roselind,female
2378,Roselinde,female
2379,Roseline,female
2380,Roselius,male
2381,Roselore,female
2382,Roselotte,female
2383,Rosely,female
2384,Rosemaria,female
2385,Rosemarie,female
2386,Rosemie,female
2387,Rosetraut,female
2388,Rosi,female
2389,Rosie,female
2390,Rosina,female
2391,Rosita,female
2392,Rositta,female
2393,Rosl,female
2394,Roslinda,female
2395,Roslinde,female
2396,Rosmarie,female
2397,Roswita,female
2398,Roswitha,female
2399,Rotger,male
2400,Rothmund,male
2401,Rotraud,female
2402,Rotraut,female
2403,Rouven,male
2404,Ruben,male
2405,Rudenz,male
2406,Rudger,male
2407,Rudi,male
2408,Rudolf,male
2409,Rudolfina,female
2410,Rudolph,male
2411,Runald,male
2412,Runfried,male
2413,Runhild,female
2414,Rupert,male
2415,Rupertus,male
2416,Ruppert,male
2417,Rupprecht,male
2418,Ruprecht,male
2419,Rutger,male
2420,Ruth,female
2421,Ruthard,male
2422,Ruthild,female
2423,Ruthilde,female
2424,Sabina,female
2425,Sabinchen,female
2426,Sabine,female
2427,Sabrina,female
2428,Sabrine,female
2429,Sahra,female
2430,Samira,female
2431,Samuel,male
2432,Sandra,female
2433,Sandy,female
2434,Sanna,female
2435,Sara,female
2436,Sarah,female
2437,Sarina,female
2438,Sascha,male
2439,Saskia,female
2440,Scholastika,female
2441,Schorsch,male
2442,Schwanhild,female
2443,Sebald,male
2444,Sebastian,male
2445,Seibold,male
2446,Selina,female
2447,Selma,female
2448,Semra,female
2449,Senta,female
2450,Sepp,male
2451,Seppl,male
2452,Serafine,female
2453,Sergius,male
2454,Serpil,female
2455,Severin,male
2456,Sevim,female
2457,Sibel,female
2458,Sibilla,female
2459,Sibille,female
2460,Sibrand,male
2461,Sibyl,female
2462,Sibylla,female
2463,Sibylle,female
2464,Sidonie,female
2465,Sidonius,male
2466,Siegbert,male
2467,Siegberta,female
2468,Siegbritta,female
2469,Siegenot,male
2470,Siegert,male
2471,Siegfrid,male
2472,Siegfried,male
2473,Siegfrieda,female
2474,Siegfriede,female
2475,Sieghard,male
2476,Siegharda,female
2477,Sieghardt,male
2478,Sieghart,male
2479,Sieghelm,male
2480,Sieghild,female
2481,Sieghilde,female
2482,Sieglind,female
2483,Sieglinde,female
2484,Siegmar,male
2485,Siegmund,male
2486,Siegrid,female
2487,Siegried,female
2488,Siegrun,female
2489,Siegtraud,female
2490,Siegulf,male
2491,Siegwald,male
2492,Siegward,male
2493,Siegwart,male
2494,Sigbert,male
2495,Sigenot,male
2496,Sigfrid,male
2497,Sigfried,male
2498,Siggi,female
2499,Siggi,male
2500,Sighard,male
2501,Sighart,male
2502,Sighelm,male
2503,Sighild,female
2504,Sighilde,female
2505,Sigi,female
2506,Sigi,male
2507,Sigisbert,male
2508,Sigishelm,male
2509,Sigismund,male
2510,Siglind,female
2511,Siglinde,female
2512,Sigmar,male
2513,Sigmund,male
2514,Sigmut,male
2515,Sigolf,male
2516,Sigrid,female
2517,Sigrun,female
2518,Sigtraud,female
2519,Sigtrud,female
2520,Sigunde,female
2521,Sigune,female
2522,Sigurd,male
2523,Sigward,male
2524,Sigwart,male
2525,Silja,female
2526,Silke,female
2527,Silva,female
2528,Silvana,female
2529,Silvester,male
2530,Silvia,female
2531,Silvio,male
2532,Simon,male
2533,Simona,female
2534,Simone,female
2535,Simpert,male
2536,Simperta,female
2537,Sina,female
2538,Sinaida,female
2539,Sindy,female
2540,Siska,female
2541,Sissy,female
2542,Sixtus,male
2543,Slavica,female
2544,Sofia,female
2545,Sofie,female
2546,Solveig,female
2547,Songül,female
2548,Sonia,female
2549,Sonja,female
2550,Sonnfried,male
2551,Sonngard,female
2552,Sonnhard,male
2553,Sonnhardt,male
2554,Sonnhild,female
2555,Sonnhilde,female
2556,Sophia,female
2557,Sophie,female
2558,Stanislaus,male
2559,Stefan,male
2560,Stefani,female
2561,Stefania,female
2562,Stefanie,female
2563,Steff,male
2564,Steffan,male
2565,Steffen,male
2566,Steffi,female
2567,Steffie,female
2568,Stella,female
2569,Steph,male
2570,Stephan,male
2571,Stephania,female
2572,Stephanie,female
2573,Stephanus,male
2574,Steve,male
2575,Steven,male
2576,Stilla,female
2577,Sturmhard,male
2578,Sturmius,male
2579,Sunhild,female
2580,Susan,female
2581,Susana,female
2582,Susann,female
2583,Susanna,female
2584,Susanne,female
2585,Suse,female
2586,Susen,female
2587,Susette,female
2588,Susi,female
2589,Suzanne,female
2590,Svea,female
2591,Sven,male
2592,Svenja,female
2593,Svetlana,female
2594,Swanhild,female
2595,Swanhilde,female
2596,Swantje,female
2597,Swen,male
2598,Swetlana,female
2599,Sybil,female
2600,Sybill,female
2601,Sybilla,female
2602,Sybille,female
2603,Sylke,female
2604,Sylvana,female
2605,Sylvelin,female
2606,Sylvester,male
2607,Sylvia,female
2608,Sylvie,female
2609,Sylvio,male
2610,Sylvius,male
2611,Sylwia,female
2612,Tabea,female
2613,Tamara,female
2614,Tania,female
2615,Tanja,female
2616,Tankred,male
2617,Tassilo,male
2618,Tatiana,female
2619,Tatjana,female
2620,Tell,male
2621,Telse,female
2622,Teresa,female
2623,Thankmar,male
2624,Thassilo,male
2625,Thea,female
2626,Theda,female
2627,Thekla,female
2628,Theo,male
2629,Theobald,male
2630,Theobalda,female
2631,Theobert,male
2632,Theodeline,female
2633,Theodolinde,female
2634,Theodor,male
2635,Theodora,female
2636,Theodore,female
2637,Theofried,male
2638,Theohold,male
2639,Theolinde,female
2640,Theophil,male
2641,Theophilus,male
2642,Theres,female
2643,Theresa,female
2644,Therese,female
2645,Theresia,female
2646,Thielo,male
2647,Thiemo,male
2648,Thilde,female
2649,Thilo,male
2650,Thomas,male
2651,Thoralf,male
2652,Thorsten,male
2653,Thurid,female
2654,Thusnelda,female
2655,Tiberius,male
2656,Tiburtius,male
2657,Tiemo,male
2658,Til,male
2659,Till,male
2660,Tilla,female
2661,Tilli,female
2662,Tillmann,male
2663,Tilly,female
2664,Tilman,male
2665,Tilmann,male
2666,Tilo,male
2667,Tim,male
2668,Timmo,male
2669,Timo,male
2670,Timon,male
2671,Timotheus,male
2672,Tina,female
2673,Tino,male
2674,Titus,male
2675,Tobias,male
2676,Tom,male
2677,Tommy,male
2678,Toni,male
2679,Tony,male
2680,Toralf,male
2681,Torben,male
2682,Torge,male
2683,Torsten,male
2684,Traude,female
2685,Traudel,female
2686,Traudi,female
2687,Traudl,female
2688,Traudlinde,female
2689,Traugott,male
2690,Trauhard,male
2691,Trautchen,female
2692,Traute,female
2693,Trauthilde,female
2694,Trautlind,female
2695,Trautlinde,female
2696,Treufried,male
2697,Treuhard,male
2698,Treuhart,male
2699,Trinchen,female
2700,Tristan,male
2701,Trixi,female
2702,Trudbert,male
2703,Trude,female
2704,Trudel,female
2705,Trudi,female
2706,Trutz,male
2707,Tülay,female
2708,Türkan,female
2709,Udo,male
2710,Ula,female
2711,Ulf,male
2712,Ulfrida,female
2713,Ulfried,male
2714,Uli,male
2715,Ulla,female
2716,Ulli,male
2717,Ullrich,male
2718,Ulrich,male
2719,Ulrike,female
2720,Ulvi,male
2721,Ulwin,male
2722,Undine,female
2723,Unette,female
2724,Uranius,male
2725,Urban,male
2726,Urda,female
2727,Ursel,female
2728,Ursl,female
2729,Ursula,female
2730,Ursulina,female
2731,Ursus,male
2732,Urszula,female
2733,Urta,female
2734,Urte,female
2735,Urthe,female
2736,Uschi,female
2737,Uta,female
2738,Ute,female
2739,Utho,male
2740,Uto,male
2741,Utta,female
2742,Utto,male
2743,Utz,male
2744,Uve,male
2745,Uwe,male
2746,Valentin,male
2747,Valentina,female
2748,Valentine,female
2749,Valeri,female
2750,Valeria,female
2751,Valerian,male
2752,Valerie,female
2753,Valeska,female
2754,Vanessa,female
2755,Veit,male
2756,Veith,male
2757,Velten,male
2758,Vera,female
2759,Verena,female
2760,Verona,female
2761,Veronica,female
2762,Veronika,female
2763,Veronique,female
2764,Vesna,female
2765,Victoria,female
2766,Viktor,male
2767,Viktoria,female
2768,Vincenz,male
2769,Vinzent,male
2770,Vinzenz,male
2771,Viola,female
2772,Violetta,female
2773,Virginia,female
2774,Vitalis,male
2775,Vitus,male
2776,Viviane,female
2777,Volkard,male
2778,Volkart,male
2779,Volkbert,male
2780,Volker,male
2781,Volkhard,male
2782,Volkhardt,male
2783,Volkhart,male
2784,Volkher,male
2785,Volkmar,male
2786,Volkrad,male
2787,Volkward,male
2788,Volkwart,male
2789,Vollrath,male
2790,Volrad,male
2791,Vreneli,female
2792,Vreni,female
2793,Vroni,female
2794,Walbert,male
2795,Walburg,female
