ags,city,county,state_code,label
03357014,Farven,Landkreis Rotenburg (Wümme),DE-NI,BRV
09676124,Faulbach,Landkreis Miltenberg,DE-BY,MIL
09676124,Faulbach,Landkreis Miltenberg,DE-BY,OBB
13071032,Faulenrost,Landkreis Mecklenburgische Seenplatte,DE-MV,MSE
13071032,Faulenrost,Landkreis Mecklenburgische Seenplatte,DE-MV,AT
13071032,Faulenrost,Landkreis Mecklenburgische Seenplatte,DE-MV,DM
13071032,Faulenrost,Landkreis Mecklenburgische Seenplatte,DE-MV,MC
13071032,Faulenrost,Landkreis Mecklenburgische Seenplatte,DE-MV,MST
13071032,Faulenrost,Landkreis Mecklenburgische Seenplatte,DE-MV,MÜR
13071032,Faulenrost,Landkreis Mecklenburgische Seenplatte,DE-MV,NZ
13071032,Faulenrost,Landkreis Mecklenburgische Seenplatte,DE-MV,RM
13071032,Faulenrost,Landkreis Mecklenburgische Seenplatte,DE-MV,WRN
01051030,Fedderingen,Kreis Dithmarschen,DE-SH,HEI
07143222,Fehl-Ritzhausen,Westerwaldkreis,DE-RP,WW
01055046,Fehmarn,Kreis Ostholstein,DE-SH,OH
12068117,Fehrbellin,Landkreis Ostprignitz-Ruppin,DE-BB,OPR
12068117,Fehrbellin,Landkreis Ostprignitz-Ruppin,DE-BB,KY
12068117,Fehrbellin,Landkreis Ostprignitz-Ruppin,DE-BB,NP
12068117,Fehrbellin,Landkreis Ostprignitz-Ruppin,DE-BB,WK
07133030,Feilbingert,Landkreis Bad Kreuznach,DE-RP,KN
09475123,Feilitzsch,Landkreis Hof,DE-BY,HO
09475123,Feilitzsch,Landkreis Hof,DE-BY,MÜB
09475123,Feilitzsch,Landkreis Hof,DE-BY,NAI
09475123,Feilitzsch,Landkreis Hof,DE-BY,REH
07232036,Feilsdorf,Eifelkreis Bitburg-Prüm,DE-RP,BIT
09188118,Feldafing,Landkreis Starnberg,DE-BY,STA
06535003,Feldatal,Vogelsbergkreis,DE-HE,VB
08315037,Feldberg,Landkreis Breisgau-Hochschwarzwald,DE-BW,FR
08315037,Feldberg,Landkreis Breisgau-Hochschwarzwald,DE-BW,NEU
13071033,Feldberger Seenlandschaft,Landkreis Mecklenburgische Seenplatte,DE-MV,MSE
13071033,Feldberger Seenlandschaft,Landkreis Mecklenburgische Seenplatte,DE-MV,AT
13071033,Feldberger Seenlandschaft,Landkreis Mecklenburgische Seenplatte,DE-MV,DM
13071033,Feldberger Seenlandschaft,Landkreis Mecklenburgische Seenplatte,DE-MV,MC
13071033,Feldberger Seenlandschaft,Landkreis Mecklenburgische Seenplatte,DE-MV,MST
13071033,Feldberger Seenlandschaft,Landkreis Mecklenburgische Seenplatte,DE-MV,MÜR
13071033,Feldberger Seenlandschaft,Landkreis Mecklenburgische Seenplatte,DE-MV,NZ
13071033,Feldberger Seenlandschaft,Landkreis Mecklenburgische Seenplatte,DE-MV,RM
13071033,Feldberger Seenlandschaft,Landkreis Mecklenburgische Seenplatte,DE-MV,WRN
01058050,Felde,Kreis Rendsburg-Eckernförde,DE-SH,RD
01058050,Felde,Kreis Rendsburg-Eckernförde,DE-SH,ECK
01062093,Feldhorst,Kreis Stormarn,DE-SH,OD
09278121,Feldkirchen,Landkreis Straubing-Bogen,DE-BY,SR
09278121,Feldkirchen,Landkreis Straubing-Bogen,DE-BY,BOG
09278121,Feldkirchen,Landkreis Straubing-Bogen,DE-BY,MAL
09184118,Feldkirchen,Landkreis München,DE-BY,M
09184118,Feldkirchen,Landkreis München,DE-BY,MU
09187130,Feldkirchen-Westerham,Landkreis Rosenheim,DE-BY,RO
09187130,Feldkirchen-Westerham,Landkreis Rosenheim,DE-BY,AIB
09187130,Feldkirchen-Westerham,Landkreis Rosenheim,DE-BY,WS
12071074,Felixsee,Landkreis Spree-Neiße,DE-BB,SPN
12071074,Felixsee,Landkreis Spree-Neiße,DE-BB,FOR
12071074,Felixsee,Landkreis Spree-Neiße,DE-BB,GUB
12071074,Felixsee,Landkreis Spree-Neiße,DE-BB,SPB
07235022,Fell,Landkreis Trier-Saarburg,DE-RP,TR
07235022,Fell,Landkreis Trier-Saarburg,DE-RP,SAB
08119020,Fellbach,Rems-Murr-Kreis,DE-BW,WN
09677128,Fellen,Landkreis Main-Spessart,DE-BY,MSP
09778139,Fellheim,Landkreis Unterallgäu,DE-BY,MN
01058051,Felm,Kreis Rendsburg-Eckernförde,DE-SH,RD
01058051,Felm,Kreis Rendsburg-Eckernförde,DE-SH,ECK
06634003,Felsberg,Schwalm-Eder-Kreis,DE-HE,HR
06634003,Felsberg,Schwalm-Eder-Kreis,DE-HE,FZ
06634003,Felsberg,Schwalm-Eder-Kreis,DE-HE,MEG
06634003,Felsberg,Schwalm-Eder-Kreis,DE-HE,ZIG
07132030,Fensdorf,Landkreis Altenkirchen,DE-RP,AK
09376125,Fensterbach,Landkreis Schwandorf,DE-BY,SAD
09376125,Fensterbach,Landkreis Schwandorf,DE-BY,BUL
09376125,Fensterbach,Landkreis Schwandorf,DE-BY,NEN
09376125,Fensterbach,Landkreis Schwandorf,DE-BY,OVI
13075033,Ferdinandshof,Landkreis Vorpommern-Greifswald,DE-MV,VG
13075033,Ferdinandshof,Landkreis Vorpommern-Greifswald,DE-MV,ANK
13075033,Ferdinandshof,Landkreis Vorpommern-Greifswald,DE-MV,GW
13075033,Ferdinandshof,Landkreis Vorpommern-Greifswald,DE-MV,PW
13075033,Ferdinandshof,Landkreis Vorpommern-Greifswald,DE-MV,SBG
13075033,Ferdinandshof,Landkreis Vorpommern-Greifswald,DE-MV,UEM
13075033,Ferdinandshof,Landkreis Vorpommern-Greifswald,DE-MV,WLG
16061031,Ferna,Landkreis Eichsfeld,DE-TH,EIC
16061031,Ferna,Landkreis Eichsfeld,DE-TH,HIG
16061031,Ferna,Landkreis Eichsfeld,DE-TH,WBS
06531004,Fernwald,Landkreis Gießen,DE-HE,GI
07232037,Ferschweiler,Eifelkreis Bitburg-Prüm,DE-RP,BIT
09574123,Feucht,Landkreis Nürnberger Land,DE-BY,LAU
09574123,Feucht,Landkreis Nürnberger Land,DE-BY,HEB
09574123,Feucht,Landkreis Nürnberger Land,DE-BY,N
09571145,Feuchtwangen,Landkreis Ansbach,DE-BY,AN
07232222,Feuerscheid,Eifelkreis Bitburg-Prüm,DE-RP,BIT
07232222,Feuerscheid,Eifelkreis Bitburg-Prüm,DE-RP,PRÜ
07233023,Feusdorf,Landkreis Vulkaneifel,DE-RP,DAU
09472138,Fichtelberg,Landkreis Bayreuth,DE-BY,BT
08127102,Fichtenau,Landkreis Schwäbisch Hall,DE-BW,SHA
08127102,Fichtenau,Landkreis Schwäbisch Hall,DE-BW,CR
08127023,Fichtenberg,Landkreis Schwäbisch Hall,DE-BW,SHA
08127023,Fichtenberg,Landkreis Schwäbisch Hall,DE-BW,CR
01057020,Fiefbergen,Kreis Plön,DE-SH,PLÖ
07132031,Fiersbach,Landkreis Altenkirchen,DE-RP,AK
08116077,Filderstadt,Landkreis Esslingen,DE-BW,ES
08116077,Filderstadt,Landkreis Esslingen,DE-BW,NT
07141042,Filsen,Rhein-Lahn-Kreis,DE-RP,EMS
07141042,Filsen,Rhein-Lahn-Kreis,DE-RP,DIZ
07141042,Filsen,Rhein-Lahn-Kreis,DE-RP,GOH
03457008,Filsum,Landkreis Leer,DE-NI,LER
07135030,Filz,Landkreis Cochem-Zell,DE-RP,COC
13071034,Fincken,Landkreis Mecklenburgische Seenplatte,DE-MV,MSE
13071034,Fincken,Landkreis Mecklenburgische Seenplatte,DE-MV,AT
13071034,Fincken,Landkreis Mecklenburgische Seenplatte,DE-MV,DM
13071034,Fincken,Landkreis Mecklenburgische Seenplatte,DE-MV,MC
13071034,Fincken,Landkreis Mecklenburgische Seenplatte,DE-MV,MST
13071034,Fincken,Landkreis Mecklenburgische Seenplatte,DE-MV,MÜR
13071034,Fincken,Landkreis Mecklenburgische Seenplatte,DE-MV,NZ
13071034,Fincken,Landkreis Mecklenburgische Seenplatte,DE-MV,RM
13071034,Fincken,Landkreis Mecklenburgische Seenplatte,DE-MV,WRN
07333021,Finkenbach-Gersweiler,Donnersbergkreis,DE-RP,KIB
07333021,Finkenbach-Gersweiler,Donnersbergkreis,DE-RP,ROK
13072031,Finkenthal,Landkreis Rostock,DE-MV,LRO
13072031,Finkenthal,Landkreis Rostock,DE-MV,BÜZ
13072031,Finkenthal,Landkreis Rostock,DE-MV,DBR
13072031,Finkenthal,Landkreis Rostock,DE-MV,GÜ
13072031,Finkenthal,Landkreis Rostock,DE-MV,ROS
13072031,Finkenthal,Landkreis Rostock,DE-MV,TET
15084132,Finne,Burgenlandkreis,DE-ST,BLK
15084133,Finneland,Burgenlandkreis,DE-ST,BLK
05966012,Finnentrop,Kreis Olpe,DE-NW,OE
09181120,Finning,Landkreis Landsberg am Lech,DE-BY,LL
09773150,Finningen,Landkreis Dillingen an der Donau,DE-BY,DLG
09177118,Finsing,Landkreis Erding,DE-BY,ED
12062140,Finsterwalde,Landkreis Elbe-Elster,DE-BB,EE
03357015,Fintel,Landkreis Rotenburg (Wümme),DE-NI,ROW
03357015,Fintel,Landkreis Rotenburg (Wümme),DE-NI,BRV
03457009,Firrel,Landkreis Leer,DE-NI,LER
07235025,Fisch,Landkreis Trier-Saarburg,DE-RP,TR
07235025,Fisch,Landkreis Trier-Saarburg,DE-RP,SAB
09772141,Fischach,Landkreis Augsburg,DE-BY,A
07134025,Fischbach,Landkreis Birkenfeld,DE-RP,BIR
07335007,Fischbach,Landkreis Kaiserslautern,DE-RP,KL
09182114,Fischbachau,Landkreis Miesbach,DE-BY,MB
07340011,Fischbach bei Dahn,Landkreis Südwestpfalz,DE-RP,PS
07340011,Fischbach bei Dahn,Landkreis Südwestpfalz,DE-RP,ZW
07232038,Fischbach-Oberraden,Eifelkreis Bitburg-Prüm,DE-RP,BIT
06432007,Fischbachtal,Landkreis Darmstadt-Dieburg,DE-HE,DA
08317029,Fischerbach,Ortenaukreis,DE-BW,OG
08317029,Fischerbach,Ortenaukreis,DE-BW,KEL
08317029,Fischerbach,Ortenaukreis,DE-BW,LR
08317029,Fischerbach,Ortenaukreis,DE-BW,WOL
08336024,Fischingen,Landkreis Lörrach,DE-BW,LÖ
01061028,Fitzbek,Kreis Steinburg,DE-SH,IZ
01053029,Fitzen,Kreis Herzogtum Lauenburg,DE-SH,RZ
09571146,Flachslanden,Landkreis Ansbach,DE-BY,AN
07141043,Flacht,Rhein-Lahn-Kreis,DE-RP,EMS
07141043,Flacht,Rhein-Lahn-Kreis,DE-RP,DIZ
07141043,Flacht,Rhein-Lahn-Kreis,DE-RP,GOH
09673123,Fladungen,Landkreis Rhön-Grabfeld,DE-BY,NES
09673123,Fladungen,Landkreis Rhön-Grabfeld,DE-BY,KÖN
09673123,Fladungen,Landkreis Rhön-Grabfeld,DE-BY,MET
07132032,Flammersfeld,Landkreis Altenkirchen,DE-RP,AK
15083230,Flechtingen,Landkreis Börde,DE-ST,BK
01058052,Fleckeby,Kreis Rendsburg-Eckernförde,DE-SH,RD
01058052,Fleckeby,Kreis Rendsburg-Eckernförde,DE-SH,ECK
08125030,Flein,Landkreis Heilbronn,DE-BW,HN
08436032,Fleischwangen,Landkreis Ravensburg,DE-BW,RV
08436032,Fleischwangen,Landkreis Ravensburg,DE-BW,WG
07337025,Flemlingen,Landkreis Südliche Weinstraße,DE-RP,SÜW
01001000,Flensburg,,DE-SH,FL
07232223,Fleringen,Eifelkreis Bitburg-Prüm,DE-RP,BIT
07232223,Fleringen,Eifelkreis Bitburg-Prüm,DE-RP,PRÜ
06631008,Flieden,Landkreis Fulda,DE-HE,FD
12073157,Flieth-Stegelitz,Landkreis Uckermark,DE-BB,UM
12073157,Flieth-Stegelitz,Landkreis Uckermark,DE-BB,ANG
12073157,Flieth-Stegelitz,Landkreis Uckermark,DE-BB,PZ
12073157,Flieth-Stegelitz,Landkreis Uckermark,DE-BB,SDT
12073157,Flieth-Stegelitz,Landkreis Uckermark,DE-BB,TP
01058053,Flintbek,Kreis Rendsburg-Eckernförde,DE-SH,RD
01058053,Flintbek,Kreis Rendsburg-Eckernförde,DE-SH,ECK
16066023,Floh-Seligenthal,Landkreis Schmalkalden-Meiningen,DE-TH,SM
16066023,Floh-Seligenthal,Landkreis Schmalkalden-Meiningen,DE-TH,MGN
07331024,Flomborn,Landkreis Alzey-Worms,DE-RP,AZ
07331025,Flonheim,Landkreis Alzey-Worms,DE-RP,AZ
06440007,Florstadt,Wetteraukreis,DE-HE,FB
06440007,Florstadt,Wetteraukreis,DE-HE,BÜD
09374121,Floß,Landkreis Neustadt an der Waldnaab,DE-BY,NEW
09374121,Floß,Landkreis Neustadt an der Waldnaab,DE-BY,ESB
09374121,Floß,Landkreis Neustadt an der Waldnaab,DE-BY,VOH
08325070,Fluorn-Winzeln,Landkreis Rottweil,DE-BW,RW
07132033,Fluterschen,Landkreis Altenkirchen,DE-RP,AK
01058054,Fockbek,Kreis Rendsburg-Eckernförde,DE-SH,RD
01058054,Fockbek,Kreis Rendsburg-Eckernförde,DE-SH,ECK
16077005,Fockendorf,Landkreis Altenburger Land,DE-TH,ABG
07134026,Fohren-Linden,Landkreis Birkenfeld,DE-RP,BIR
08216013,Forbach,Landkreis Rastatt,DE-BW,RA
08216013,Forbach,Landkreis Rastatt,DE-BW,BH
09474126,Forchheim,Landkreis Forchheim,DE-BY,FO
09474126,Forchheim,Landkreis Forchheim,DE-BY,EBS
08316013,Forchheim,Landkreis Emmendingen,DE-BW,EM
08126028,Forchtenberg,Hohenlohekreis,DE-BW,KÜN
08126028,Forchtenberg,Hohenlohekreis,DE-BW,ÖHR
09779146,Forheim,Landkreis Donau-Ries,DE-BY,DON
09779146,Forheim,Landkreis Donau-Ries,DE-BY,NÖ
07132034,Forst,Landkreis Altenkirchen,DE-RP,AK
08215021,Forst,Landkreis Karlsruhe,DE-BW,KA
08215021,Forst,Landkreis Karlsruhe,DE-BW,BR
07135031,Forst (Eifel),Landkreis Cochem-Zell,DE-RP,COC
09177119,Forstern,Landkreis Erding,DE-BY,ED
09175118,Forstinning,Landkreis Ebersberg,DE-BY,EBE
07132035,Forstmehren,Landkreis Altenkirchen,DE-RP,AK
07331026,Framersheim,Landkreis Alzey-Worms,DE-RP,AZ
09677129,Frammersbach,Landkreis Main-Spessart,DE-BY,MSP
07335009,Frankelbach,Landkreis Kaiserslautern,DE-RP,KL
06635010,Frankenau,Landkreis Waldeck-Frankenberg,DE-HE,KB
06635010,Frankenau,Landkreis Waldeck-Frankenberg,DE-HE,FKB
06635010,Frankenau,Landkreis Waldeck-Frankenberg,DE-HE,WA
06635011,Frankenberg,Landkreis Waldeck-Frankenberg,DE-HE,KB
06635011,Frankenberg,Landkreis Waldeck-Frankenberg,DE-HE,FKB
06635011,Frankenberg,Landkreis Waldeck-Frankenberg,DE-HE,WA
16072023,Frankenblick,Landkreis Sonneberg,DE-TH,SON
16072023,Frankenblick,Landkreis Sonneberg,DE-TH,NH
16071019,Frankendorf,Landkreis Weimarer Land,DE-TH,AP
16071019,Frankendorf,Landkreis Weimarer Land,DE-TH,APD
07332018,Frankeneck,Landkreis Bad Dürkheim,DE-RP,DÜW
03358009,Frankenfeld,Landkreis Heidekreis,DE-NI,HK
08127103,Frankenhardt,Landkreis Schwäbisch Hall,DE-BW,SHA
08127103,Frankenhardt,Landkreis Schwäbisch Hall,DE-BW,CR
07335010,Frankenstein,Landkreis Kaiserslautern,DE-RP,KL
14625140,Frankenthal,Landkreis Bautzen,DE-SN,BZ
07311000,Frankenthal (Pfalz),,DE-RP,FT
09678130,Frankenwinheim,Landkreis Schweinfurt,DE-BY,SW
09678130,Frankenwinheim,Landkreis Schweinfurt,DE-BY,GEO
06412000,Frankfurt am Main,,DE-HE,F
12053000,Frankfurt (Oder),,DE-BB,FF
07337026,Frankweiler,Landkreis Südliche Weinstraße,DE-RP,SÜW
13073024,Franzburg,Landkreis Vorpommern-Rügen,DE-MV,VR
13073024,Franzburg,Landkreis Vorpommern-Rügen,DE-MV,GMN
13073024,Franzburg,Landkreis Vorpommern-Rügen,DE-MV,NVP
13073024,Franzburg,Landkreis Vorpommern-Rügen,DE-MV,RDG
13073024,Franzburg,Landkreis Vorpommern-Rügen,DE-MV,RÜG
07235027,Franzenheim,Landkreis Trier-Saarburg,DE-RP,TR
07235027,Franzenheim,Landkreis Trier-Saarburg,DE-RP,SAB
09187132,Frasdorf,Landkreis Rosenheim,DE-BY,RO
09187132,Frasdorf,Landkreis Rosenheim,DE-BY,AIB
09187132,Frasdorf,Landkreis Rosenheim,DE-BY,WS
09276121,Frauenau,Landkreis Regen,DE-BY,REG
09276121,Frauenau,Landkreis Regen,DE-BY,VIT
07134027,Frauenberg,Landkreis Birkenfeld,DE-RP,BIR
12066064,Frauendorf,Landkreis Oberspreewald-Lausitz,DE-BB,OSL
12066064,Frauendorf,Landkreis Oberspreewald-Lausitz,DE-BB,CA
12066064,Frauendorf,Landkreis Oberspreewald-Lausitz,DE-BB,SFB
09175119,Frauenneuharting,Landkreis Ebersberg,DE-BY,EBE
14522170,Frauenstein,Landkreis Mittelsachsen,DE-SN,FG
14522170,Frauenstein,Landkreis Mittelsachsen,DE-SN,BED
14522170,Frauenstein,Landkreis Mittelsachsen,DE-SN,DL
14522170,Frauenstein,Landkreis Mittelsachsen,DE-SN,FLÖ
14522170,Frauenstein,Landkreis Mittelsachsen,DE-SN,HC
14522170,Frauenstein,Landkreis Mittelsachsen,DE-SN,MW
14522170,Frauenstein,Landkreis Mittelsachsen,DE-SN,RL
09177120,Fraunberg,Landkreis Erding,DE-BY,ED
14524060,Fraureuth,Landkreis Zwickau,DE-SN,Z
14524060,Fraureuth,Landkreis Zwickau,DE-SN,GC
14524060,Fraureuth,Landkreis Zwickau,DE-SN,HOT
14524060,Fraureuth,Landkreis Zwickau,DE-SN,WDA
05362024,Frechen,Rhein-Erft-Kreis,DE-NW,BM
07334005,Freckenfeld,Landkreis Germersheim,DE-RP,GER
01053030,Fredeburg,Kreis Herzogtum Lauenburg,DE-SH,RZ
03359017,Fredenbeck,Landkreis Stade,DE-NI,STD
03254042,Freden (Leine),Landkreis Hildesheim,DE-NI,HI
03254042,Freden (Leine),Landkreis Hildesheim,DE-NI,ALF
12064136,Fredersdorf-Vogelsdorf,Landkreis Märkisch-Oderland,DE-BB,MOL
12064136,Fredersdorf-Vogelsdorf,Landkreis Märkisch-Oderland,DE-BB,FRW
12064136,Fredersdorf-Vogelsdorf,Landkreis Märkisch-Oderland,DE-BB,SEE
12064136,Fredersdorf-Vogelsdorf,Landkreis Märkisch-Oderland,DE-BB,SRB
01060022,Fredesdorf,Kreis Segeberg,DE-SH,SE
08316054,Freiamt,Landkreis Emmendingen,DE-BW,EM
14522180,Freiberg,Landkreis Mittelsachsen,DE-SN,FG
14522180,Freiberg,Landkreis Mittelsachsen,DE-SN,BED
14522180,Freiberg,Landkreis Mittelsachsen,DE-SN,DL
14522180,Freiberg,Landkreis Mittelsachsen,DE-SN,FLÖ
14522180,Freiberg,Landkreis Mittelsachsen,DE-SN,HC
14522180,Freiberg,Landkreis Mittelsachsen,DE-SN,MW
14522180,Freiberg,Landkreis Mittelsachsen,DE-SN,RL
08118078,Freiberg am Neckar,Landkreis Ludwigsburg,DE-BW,LB
08118078,Freiberg am Neckar,Landkreis Ludwigsburg,DE-BW,VAI
03359018,Freiburg (Elbe),Landkreis Stade,DE-NI,STD
08311000,Freiburg im Breisgau,,DE-BW,FR
16065018,Freienbessingen,Kyffhäuserkreis,DE-TH,KYF
16065018,Freienbessingen,Kyffhäuserkreis,DE-TH,ART
16065018,Freienbessingen,Kyffhäuserkreis,DE-TH,SDH
16061032,Freienhagen,Landkreis Eichsfeld,DE-TH,EIC
16061032,Freienhagen,Landkreis Eichsfeld,DE-TH,HIG
16061032,Freienhagen,Landkreis Eichsfeld,DE-TH,WBS
16074021,Freienorla,Saale-Holzland-Kreis,DE-TH,SHK
16074021,Freienorla,Saale-Holzland-Kreis,DE-TH,EIS
16074021,Freienorla,Saale-Holzland-Kreis,DE-TH,SRO
06535004,Freiensteinau,Vogelsbergkreis,DE-HE,VB
01059182,Freienwill,Kreis Schleswig-Flensburg,DE-SH,SL
06435009,Freigericht,Main-Kinzig-Kreis,DE-HE,MKK
06435009,Freigericht,Main-Kinzig-Kreis,DE-HE,GN
06435009,Freigericht,Main-Kinzig-Kreis,DE-HE,SLÜ
09371121,Freihung,Landkreis Amberg-Sulzbach,DE-BY,AS
09172118,Freilassing,Landkreis Berchtesgadener Land,DE-BY,BGL
07133031,Frei-Laubersheim,Landkreis Bad Kreuznach,DE-RP,KN
07143018,Freilingen,Westerwaldkreis,DE-RP,WW
07331027,Freimersheim,Landkreis Alzey-Worms,DE-RP,AZ
07337027,Freimersheim (Pfalz),Landkreis Südliche Weinstraße,DE-RP,SÜW
07332019,Freinsheim,Landkreis Bad Dürkheim,DE-RP,DÜW
07143019,Freirachdorf,Westerwaldkreis,DE-RP,WW
07334006,Freisbach,Landkreis Germersheim,DE-RP,GER
10046111,Freisen,Landkreis St. Wendel,DE-SL,WND
09178124,Freising,Landkreis Freising,DE-BY,FS
03251018,Freistatt,Landkreis Diepholz,DE-NI,DH
14628110,Freital,Landkreis Sächsische Schweiz-Osterzgebirge,DE-SN,PIR
14628110,Freital,Landkreis Sächsische Schweiz-Osterzgebirge,DE-SN,DW
14628110,Freital,Landkreis Sächsische Schweiz-Osterzgebirge,DE-SN,FTL
14628110,Freital,Landkreis Sächsische Schweiz-Osterzgebirge,DE-SN,SEB
03154005,Frellstedt,Landkreis Helmstedt,DE-NI,HE
09779147,Fremdingen,Landkreis Donau-Ries,DE-BY,DON
09779147,Fremdingen,Landkreis Donau-Ries,DE-BY,NÖ
09471131,Frensdorf,Landkreis Bamberg,DE-BY,BA
03454012,Freren,Landkreis Emsland,DE-NI,EL
03454013,Fresenburg,Landkreis Emsland,DE-NI,EL
01054032,Fresendelf,Kreis Nordfriesland,DE-SH,NF
01051032,Frestedt,Kreis Dithmarschen,DE-SH,HEI
01051032,Frestedt,Kreis Dithmarschen,DE-SH,MED
07331028,Frettenheim,Landkreis Alzey-Worms,DE-RP,AZ
16061033,Fretterode,Landkreis Eichsfeld,DE-TH,EIC
16061033,Fretterode,Landkreis Eichsfeld,DE-TH,HIG
16061033,Fretterode,Landkreis Eichsfeld,DE-TH,WBS
05970016,Freudenberg,Kreis Siegen-Wittgenstein,DE-NW,SI
05970016,Freudenberg,Kreis Siegen-Wittgenstein,DE-NW,BLB
08128039,Freudenberg,Main-Tauber-Kreis,DE-BW,TBB
08128039,Freudenberg,Main-Tauber-Kreis,DE-BW,MGH
09371122,Freudenberg,Landkreis Amberg-Sulzbach,DE-BY,AS
07235028,Freudenburg,Landkreis Trier-Saarburg,DE-RP,TR
07235028,Freudenburg,Landkreis Trier-Saarburg,DE-RP,SAB
08237028,Freudenstadt,Landkreis Freudenstadt,DE-BW,FDS
08237028,Freudenstadt,Landkreis Freudenstadt,DE-BW,HOR
08118016,Freudental,Landkreis Ludwigsburg,DE-BW,LB
08118016,Freudental,Landkreis Ludwigsburg,DE-BW,VAI
15084135,Freyburg (Unstrut),Burgenlandkreis,DE-ST,BLK
15084135,Freyburg (Unstrut),Burgenlandkreis,DE-ST,NEB
09373126,Freystadt,Landkreis Neumarkt in der Oberpfalz,DE-BY,NM
09373126,Freystadt,Landkreis Neumarkt in der Oberpfalz,DE-BY,PAR
09272118,Freyung,Landkreis Freyung-Grafenau,DE-BY,FRG
09272118,Freyung,Landkreis Freyung-Grafenau,DE-BY,GRA
09272118,Freyung,Landkreis Freyung-Grafenau,DE-BY,WOS
08116020,Frickenhausen,Landkreis Esslingen,DE-BW,ES
08116020,Frickenhausen,Landkreis Esslingen,DE-BW,NT
09679131,Frickenhausen am Main,Landkreis Würzburg,DE-BY,WÜ
09679131,Frickenhausen am Main,Landkreis Würzburg,DE-BY,OCH
08435015,Frickingen,Bodenseekreis,DE-BW,FN
08327016,Fridingen an der Donau,Landkreis Tuttlingen,DE-BW,TUT
09189118,Fridolfing,Landkreis Traunstein,DE-BY,TS
09771130,Friedberg,Landkreis Aichach-Friedberg,DE-BY,AIC
09771130,Friedberg,Landkreis Aichach-Friedberg,DE-BY,FDB
06440008,Friedberg (Hessen),Wetteraukreis,DE-HE,FB
06440008,Friedberg (Hessen),Wetteraukreis,DE-HE,BÜD
03462005,Friedeburg,Landkreis Wittmund,DE-NI,WTM
16066025,Friedelshausen,Landkreis Schmalkalden-Meiningen,DE-TH,SM
16066025,Friedelshausen,Landkreis Schmalkalden-Meiningen,DE-TH,MGN
07332020,Friedelsheim,Landkreis Bad Dürkheim,DE-RP,DÜW
09377118,Friedenfels,Landkreis Tirschenreuth,DE-BY,TIR
09377118,Friedenfels,Landkreis Tirschenreuth,DE-BY,KEM
08315039,Friedenweiler,Landkreis Breisgau-Hochschwarzwald,DE-BW,FR
08315039,Friedenweiler,Landkreis Breisgau-Hochschwarzwald,DE-BW,NEU
06632006,Friedewald,Landkreis Hersfeld-Rotenburg,DE-HE,HEF
06632006,Friedewald,Landkreis Hersfeld-Rotenburg,DE-HE,ROF
07132036,Friedewald,Landkreis Altenkirchen,DE-RP,AK
12067137,Friedland,Landkreis Oder-Spree,DE-BB,LOS
12067137,Friedland,Landkreis Oder-Spree,DE-BB,BSK
12067137,Friedland,Landkreis Oder-Spree,DE-BB,EH
12067137,Friedland,Landkreis Oder-Spree,DE-BB,FW
03159013,Friedland,Landkreis Göttingen,DE-NI,GÖ
03159013,Friedland,Landkreis Göttingen,DE-NI,DUD
03159013,Friedland,Landkreis Göttingen,DE-NI,HMÜ
03159013,Friedland,Landkreis Göttingen,DE-NI,OHA
13071035,Friedland,Landkreis Mecklenburgische Seenplatte,DE-MV,MSE
13071035,Friedland,Landkreis Mecklenburgische Seenplatte,DE-MV,AT
13071035,Friedland,Landkreis Mecklenburgische Seenplatte,DE-MV,DM
13071035,Friedland,Landkreis Mecklenburgische Seenplatte,DE-MV,MC
13071035,Friedland,Landkreis Mecklenburgische Seenplatte,DE-MV,MST
13071035,Friedland,Landkreis Mecklenburgische Seenplatte,DE-MV,MÜR
13071035,Friedland,Landkreis Mecklenburgische Seenplatte,DE-MV,NZ
13071035,Friedland,Landkreis Mecklenburgische Seenplatte,DE-MV,RM
13071035,Friedland,Landkreis Mecklenburgische Seenplatte,DE-MV,WRN
16067019,Friedrichroda,Landkreis Gotha,DE-TH,GTH
06434002,Friedrichsdorf,Hochtaunuskreis,DE-HE,HG
06434002,Friedrichsdorf,Hochtaunuskreis,DE-HE,USI
01051033,Friedrichsgabekoog,Kreis Dithmarschen,DE-SH,HEI
01058055,Friedrichsgraben,Kreis Rendsburg-Eckernförde,DE-SH,RD
01058055,Friedrichsgraben,Kreis Rendsburg-Eckernförde,DE-SH,ECK
08435016,Friedrichshafen,Bodenseekreis,DE-BW,FN
01058056,Friedrichsholm,Kreis Rendsburg-Eckernförde,DE-SH,RD
01058056,Friedrichsholm,Kreis Rendsburg-Eckernförde,DE-SH,ECK
01051034,Friedrichskoog,Kreis Dithmarschen,DE-SH,HEI
01051034,Friedrichskoog,Kreis Dithmarschen,DE-SH,MED
13076038,Friedrichsruhe,Landkreis Ludwigslust-Parchim,DE-MV,LUP
13076038,Friedrichsruhe,Landkreis Ludwigslust-Parchim,DE-MV,HGN
13076038,Friedrichsruhe,Landkreis Ludwigslust-Parchim,DE-MV,LBZ
13076038,Friedrichsruhe,Landkreis Ludwigslust-Parchim,DE-MV,LWL
13076038,Friedrichsruhe,Landkreis Ludwigslust-Parchim,DE-MV,PCH
13076038,Friedrichsruhe,Landkreis Ludwigslust-Parchim,DE-MV,STB
