bic_8,bic,bank
FARPSZMA,FARPSZMAXXX,FARMERS BANK (PTY) LTD
FIRNSZMX,FIRNSZMXXXX,FIRST NATIONAL BANK OF ESWATINI LIMITED
NESWSZMX,NESWSZMXXXX,NEDBANK ESWATINI LIMITED
SABMSZM1,SABMSZM1XXX,SWAZILAND BEVERAGES LIMITED
SBICSZMX,SBICSZMXXXX,STANDARD BANK ESWATINI LIMITED
SDSBSZMB,SDSBSZMBXXX,ESWATINI DEVELOPMENT AND SAVINGS BANK
SWAOSZM1,SWAOSZM1XXX,SWAZILAND STOCKBROKERS
SWAZSZMB,SWAZSZMBXXX,CENTRAL BANK OF ESWATINI
