bic_8,bic,bank
CHASRUMX,CHASRUMXENQ,CB ''J.P. MORGAN BANK INTERNATIONAL'' (LLC)
CHASRUMX,CHASRUMXXXX,CB ''J.P. MORGAN BANK INTERNATIONAL'' (LLC)
CHINRU41,CHINRU41KHM,JOINT STOCK INVESTMENT BANK OF CHELYABINSK-CHELYABINVESTBANK
CHINRU41,CHINRU41KOP,JOINT STOCK INVESTMENT BANK OF CHELYABINSK-CHELYABINVESTBANK
CHINRU41,CHINRU41MIA,JOINT STOCK INVESTMENT BANK OF CHELYABINSK-CHELYABINVESTBANK
CHINRU41,CHINRU41OZR,JOINT STOCK INVESTMENT BANK OF CHELYABINSK-CHELYABINVESTBANK
CHINRU41,CHINRU41VAS,JOINT STOCK INVESTMENT BANK OF CHELYABINSK-CHELYABINVESTBANK
CHINRU41,CHINRU41XXX,JOINT STOCK INVESTMENT BANK OF CHELYABINSK-CHELYABINVESTBANK
CHINRU41,CHINRU41YUZ,JOINT STOCK INVESTMENT BANK OF CHELYABINSK-CHELYABINVESTBANK
CHINRU4C,CHINRU4CDEM,JOINT STOCK INVESTMENT BANK OF CHELYABINSK-CHELYABINVESTBANK
CHINRU4C,CHINRU4CMAG,JOINT STOCK INVESTMENT BANK OF CHELYABINSK-CHELYABINVESTBANK
CHINRU4C,CHINRU4CTRK,JOINT STOCK INVESTMENT BANK OF CHELYABINSK-CHELYABINVESTBANK
CHINRU4C,CHINRU4CXXX,JOINT STOCK INVESTMENT BANK OF CHELYABINSK-CHELYABINVESTBANK
CHLBRU4C,CHLBRU4CRUR,PJSC 'CHELINDBANK'
CHLBRU4C,CHLBRU4CXXX,PJSC 'CHELINDBANK'
CHZBRU41,CHZBRU41XXX,TAURUS BANK (CLOSED JOINT-STOCK COMPANY)
CINGRUMM,CINGRUMMXXX,CAPITAL KREDIT LTD
CITIRUMX,CITIRUMXBON,"AO CITIBANK, MOSCOW"
CITIRUMX,CITIRUMXXXX,"AO CITIBANK, MOSCOW"
CITVRU2P,CITVRU2PXXX,CITY INVEST BANK
CKBBRUMM,CKBBRUMMXXX,CENTROKREDIT BANK
CLIDRUM1,CLIDRUM1XXX,LEGPROMBANK COMMERCIAL BANK
CLOKRUMM,CLOKRUMMXXX,JOINT STOCK COMPANY 'LOCKO-BANK'
CMAARU51,CMAARU51XXX,COMMERCIAL BANK 'MAXIMA' (LIMITED LIABILITY COMPANY)
CNOVRUMM,CNOVRUMMNNG,JOINT-STOCK COMMERCIAL BANK 'NOVIKOMBANK'
CNOVRUMM,CNOVRUMMNSB,JOINT-STOCK COMMERCIAL BANK 'NOVIKOMBANK'
CNOVRUMM,CNOVRUMMRND,JOINT-STOCK COMMERCIAL BANK 'NOVIKOMBANK'
CNOVRUMM,CNOVRUMMSPB,JOINT-STOCK COMMERCIAL BANK 'NOVIKOMBANK'
CNOVRUMM,CNOVRUMMTLT,JOINT-STOCK COMMERCIAL BANK 'NOVIKOMBANK'
