bic_8,bic,bank
ANZBTONN,ANZBTONNXXX,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED
BOSPTONU,BOSPTONUXXX,BANK OF SOUTH PACIFIC TONGA LIMITED
MBFMTONU,MBFMTONUXXX,MBF BANK LIMITED
NRBTTONU,NRBTTONUXXX,NATIONAL RESERVE BANK OF TONGA
TODETONU,TODETONUXXX,TONGA DEVELOPMENT BANK LIMITED
