bic_8,bic,bank
COMMZAJJ,COMMZAJJXXX,"BANK OF COMMUNICATIONS CO., LTD. JOHANNESBURG BRANCH"
COUGZAJ1,COUGZAJ1XXX,CORONATION ASSET MANAGEMENT (PTY) LTD
COUGZAJC,COUGZAJCXXX,CORONATION ASSET MANAGEMENT (PTY) LTD
CRGUZAJ1,CRGUZAJ1XXX,CREDIT GUARANTEE
CSCUZAJ1,CSCUZAJ1XXX,COMPUTERSHARE INVESTOR SERVICES PROPRIETARY LIMITED
CSEVZAJJ,CSEVZAJJ100,COMPUTERSHARE PROPRIETARY LIMITED
CSEVZAJJ,CSEVZAJJ200,COMPUTERSHARE PROPRIETARY LIMITED
CSEVZAJJ,CSEVZAJJ300,COMPUTERSHARE PROPRIETARY LIMITED
CSEVZAJJ,CSEVZAJJXXX,COMPUTERSHARE PROPRIETARY LIMITED
CUSAZAJ1,CUSAZAJ1XXX,COUGAR INVESTMENT HOLDING COMPANY
DEUTZAJX,DEUTZAJXGFX,DEUTSCHE BANK AG
DEUTZAJX,DEUTZAJXXXX,DEUTSCHE BANK AG
DFSPZAJ1,DFSPZAJ1XXX,DOLFIN FINANCIAL SERVICES (PTY) LTD
DISCZAJJ,DISCZAJJXXX,DISCOVERY BANK LIMITED
ECITZAJ1,ECITZAJ1XXX,BOUTIQUE COLLECTIVE INVESTMENTS (RF) (PTY) LTD
FARMZAJ1,FARMZAJ1XXX,FARMWISE LTD.
FBCCZAJ1,FBCCZAJ1XXX,FBC FIDELITY BANK LIMITED
FBMBZAJJ,FBMBZAJJXXX,FINBOND MUTUAL BANK
FEASZAJ1,FEASZAJ1XXX,FEDLIFE ASSURANCE LIMITED
FFOSZAJJ,FFOSZAJJXXX,FFO SECURITIES (PTY) LTD
FIRNZAJB,FIRNZAJBXXX,ASHBURTON FUND MANAGERS PTY LTD
FIRNZAJJ,FIRNZAJJ896,FIRSTRAND BANK LIMITED
FIRNZAJJ,FIRNZAJJCLS,FIRSTRAND BANK LIMITED
FIRNZAJJ,FIRNZAJJDCL,FIRSTRAND BANK LIMITED
FIRNZAJJ,FIRNZAJJGLM,FIRSTRAND BANK LIMITED
