bic_8,bic,bank
NACNARBA,NACNARBAROS,BANCO DE LA NACION ARGENTINA
NACNARBA,NACNARBASAL,BANCO DE LA NACION ARGENTINA
NACNARBA,NACNARBASFE,BANCO DE LA NACION ARGENTINA
NACNARBA,NACNARBASJU,BANCO DE LA NACION ARGENTINA
NACNARBA,NACNARBASMT,BANCO DE LA NACION ARGENTINA
NACNARBA,NACNARBASRA,BANCO DE LA NACION ARGENTINA
NACNARBA,NACNARBAVMA,BANCO DE LA NACION ARGENTINA
NACNARBA,NACNARBAXXX,BANCO DE LA NACION ARGENTINA
NBIAARBA,NBIAARBAXXX,BANCO INDUSTRIAL S.A.
PAMPARBA,PAMPARBA001,BANCO DE LA PAMPA S.E.M.
PAMPARBA,PAMPARBA200,BANCO DE LA PAMPA S.E.M.
PAMPARBA,PAMPARBAXXX,BANCO DE LA PAMPA S.E.M.
PRBAARBA,PRBAARBABAH,BANCO DE LA PROVINCIA DE BUENOS AIRES
PRBAARBA,PRBAARBALPT,BANCO DE LA PROVINCIA DE BUENOS AIRES
PRBAARBA,PRBAARBAMP1,BANCO DE LA PROVINCIA DE BUENOS AIRES
PRBAARBA,PRBAARBAXXX,BANCO DE LA PROVINCIA DE BUENOS AIRES
QUILARBA,QUILARBAXXX,BANCO COMAFI S.A.
RAJRARB1,RAJRARB1XXX,AR PARTNERS S.A.
REAGARB1,REAGARB1XXX,THE REPUBBLIC OF ARGENTINA
RIUAARBB,RIUAARBBXXX,BANCO RIOJA SAU
SLLOARBA,SLLOARBAXXX,BANCO DEL SOL S.A.
SUEAARB2,SUEAARB2XXX,BANCO SUCREDITO REGIONAL SAU
TPCGARB1,TPCGARB1XXX,T.P.C.G. CAPITAL S.A.
TTFAARBA,TTFAARBAXXX,BANCO PROVINCIA DE TIERRA DEL FUEGO
TUCFARB1,TUCFARB1XXX,BANCO DE COMERCIO S.A.
VNXBARB1,VNXBARB1XXX,VANEXVA BURSATIL SA
VOIBARBA,VOIBARBAXXX,BANCO VOII S.A.
XBUEARB1,XBUEARB1XXX,GRUPO FINANCIERO VALORES S.A.
XMEVARB1,XMEVARB1XXX,GRUPO FINANCIERO VALORES S.A
XROSARB1,XROSARB1XXX,BOLSA DE COMERCIO ROSARIO
