bic_8,bic,bank
CCNPDOS1,CCNPDOS1XXX,"CORPORACION DE CREDITO NORDESTANA DE PRESTAMOS, S.A."
CCPSDOS1,CCPSDOS1XXX,"CCI PUESTO DE BOLSA, S.A"
CITIDOSD,CITIDOSD022,CITIBANK N.A. SUCURSAL REPUBLICA DOMINICANA
CITIDOSD,CITIDOSDCTV,CITIBANK N.A. SUCURSAL REPUBLICA DOMINICANA
CITIDOSD,CITIDOSDXXX,CITIBANK N.A. SUCURSAL REPUBLICA DOMINICANA
CITIDOT1,CITIDOT1XXX,CITINVERSIONES DE TITULOS Y VALORES S.A. PUESTO DE BOLSA
COCZDOS1,COCZDOS1XXX,"CORPORACION DE CREDITO FINANZAR, S.A."
CODODOS1,CODODOS1XXX,"CORPORACION DE CREDITO OFICORP, S.A."
CODPDOS1,CODPDOS1XXX,CORPORACION DE CREDITO PREINDESA
COEDDOS1,COEDDOS1XXX,CORPORACION DE CREDITO REIDCO SA
CRDLDOS1,CRDLDOS1XXX,"CORPORACION DE CREDITO MONUMENTAL, S.A."
CROLDOS1,CROLDOS1XXX,CORPORACION DE CREDITO ORIENTAL
CVDPDOSD,CVDPDOSDGAR,"CEVALDOM, S.A."
CVDPDOSD,CVDPDOSDXXX,"CEVALDOM, S.A."
EXPLDOD1,EXPLDOD1XXX,"EXCEL PUESTO DE BOLSA, S. A."
FSCODOS1,FSCODOS1XXX,"ALPHA SOCIEDAD DE VALORES, S.A. PUESTO DE BOLSA"
GBHDDOS1,GBHDDOS1XXX,"BANCO DE AHORRO Y CREDITO IDECOSA, S.A."
IPPBDOS1,IPPBDOS1XXX,"INVERSIONES POPULAR S. A., PUESTO DE BOLSA"
IRPLDOSD,IRPLDOSDXXX,INVERSIONES AND RESERVAS S.A.
ISCZDOS1,ISCZDOS1XXX,"INVERSIONES SANTA CRUZ, SA"
MCARDOSD,MCARDOSDXXX,"MOTOR CREDITO, S.A., BANCO DE AHORRO Y CREDITO"
MEEDDOS1,MEEDDOS1XXX,MERCADO ELECTRONICO DOMINICANO (PANAMA)
MIOVDOS2,MIOVDOS2XXX,"MIO MOVIL, S.A."
MPMUDOS1,MPMUDOS1XXX,"MPB MULTIVALORES, S.A."
NOABDOS1,NOABDOS1XXX,NORCA S.A. AGENTE DE CAMBIO
