bic_8,bic,bank
LHYGDKK1,LHYGDKK1XXX,INVESTERINGSFORENINGEN LAEGERNES INVEST
LINMDKK1,LINMDKK1XXX,INVESTERINGSFORENINGEN LAEGERNES INVEST- LI INDEKSOBLIGATIONER GLOBALE
LINPDKK1,LINPDKK1XXX,LPI INDEKSOBLIGATIONER II
LIVEDKKK,LIVEDKKKXXX,"VELLIV, PENSION AND LIVSFORSIKRING A/S"
LOBADK21,LOBADK21XXX,LOLLANDS BANK A/S
LOSADKKK,LOSADKKKDKK,LAN AND SPAR BANK AS
LOSADKKK,LOSADKKKEUR,LAN AND SPAR BANK AS
LOSADKKK,LOSADKKKXXX,LAN AND SPAR BANK AS
LUKVDK21,LUKVDK21XXX,SPAREKASSEN FOR NR. NEBEL OG OMEGN
LUNADK22,LUNADK22XXX,LUNAR BANK A/S
LUNADK2A,LUNADK2AXXX,LUNAR BANK A/S
LUNADK2B,LUNADK2BSTD,LUNAR BANK A/S
LUNADK2B,LUNADK2BXXX,LUNAR BANK A/S
LUNADK2C,LUNADK2CXXX,LUNAR BANK A/S
MAAJDKL1,MAAJDKL1XXX,MAJ AF 29. AUGUST 2014 A/S (MAJ BANK A/S)
MAFGDKK1,MAFGDKK1XXX,FONDSMAEGLERSELSKABET MAJ INVEST A/S
MAGGDKK1,MAGGDKK1XXX,BI MANAGEMENT A/S
MAVVDKK1,MAVVDKK1XXX,FONDSMAEGLERSELSKABET MAJ INVEST A/S
MDFMDK21,MDFMDK21XXX,"MARKEDSKRAFT DANMARK, FILIAL AF MARKEDSKRAFT ASA NORGE"
MEKUDK21,MEKUDK21XXX,MERKUR ANDELSKASSE
MIDIDK21,MIDIDK21XXX,HANDELSINVEST INVESTERINGSFOR- VALTNING A/S
MISPDK21,MISPDK21XXX,MIDDELFART SPAREKASSE
MISPDK23,MISPDK23XXX,MIDDELFART SPAREKASSE
MONSDK21,MONSDK21XXX,MOENS BANK A/S
MOVADKK1,MOVADKK1XXX,MORE 2 SAVE APS
NAMNDKK1,NAMNDKK1XXX,PFA ASSET MANAGEMENT A/S
NDEADKK2,NDEADKK2XXX,NORDEA INVESTMENT MANAGEMENT AB DENMARK BRANCH
NDEADKK3,NDEADKK3001,NORDEA INVESTMENT MANAGEMENT AB DENMARK BRANCH
NDEADKK3,NDEADKK3002,NORDEA INVESTMENT MANAGEMENT AB DENMARK BRANCH
NDEADKK3,NDEADKK3003,NORDEA INVESTMENT MANAGEMENT AB DENMARK BRANCH
NDEADKK3,NDEADKK3004,NORDEA INVESTMENT MANAGEMENT AB DENMARK BRANCH
NDEADKK3,NDEADKK3005,NORDEA INVESTMENT MANAGEMENT AB DENMARK BRANCH
NDEADKK3,NDEADKK3006,NORDEA INVESTMENT MANAGEMENT AB DENMARK BRANCH
NDEADKK3,NDEADKK3007,NORDEA INVESTMENT MANAGEMENT AB DENMARK BRANCH
NDEADKK3,NDEADKK3008,NORDEA INVESTMENT MANAGEMENT AB DENMARK BRANCH
NDEADKK3,NDEADKK3009,NORDEA INVESTMENT MANAGEMENT AB DENMARK BRANCH
NDEADKK3,NDEADKK3010,NORDEA INVESTMENT MANAGEMENT AB DENMARK BRANCH
NDEADKK3,NDEADKK3011,NORDEA INVESTMENT MANAGEMENT AB DENMARK BRANCH
NDEADKK3,NDEADKK3012,NORDEA INVESTMENT MANAGEMENT AB DENMARK BRANCH
NDEADKK3,NDEADKK3013,NORDEA INVESTMENT MANAGEMENT AB DENMARK BRANCH
NDEADKK3,NDEADKK3014,NORDEA INVESTMENT MANAGEMENT AB DENMARK BRANCH
NDEADKK3,NDEADKK3015,NORDEA INVESTMENT MANAGEMENT AB DENMARK BRANCH
NDEADKK3,NDEADKK3016,NORDEA INVESTMENT MANAGEMENT AB DENMARK BRANCH
