bic_8,bic,bank
ISCAMYK1,ISCAMYK1XXX,ABRAR DISCOUNTS BERHAD
JACLMYK1,JACLMYK1XXX,HSBC RESEARCH (MALAYSIA) SDN BHD
JFAFMY21,JFAFMY21XXX,JF APEX SECURITIES BERHAD
JFAPMYK1,JFAPMYK1XXX,JF APEX SECURITIES BERHAD
JUPSMYK1,JUPSMYK1XXX,CGS INTERNATIONAL SECURITIES MALAYSIA SDN. BHD.
KAAPMYK1,KAAPMYK1XXX,KAF ASTLEY AND PEARCE SDN BHD
KAFBMY21,KAFBMY21XXX,KAF INVESTMENT BANK BERHAD
KAFBMYK2,KAFBMYK2XXX,KAF INVESTMENT BANK BERHAD
KAFBMYKL,KAFBMYKLXXX,KAF INVESTMENT BANK BERHAD
KAFDMYK1,KAFDMYK1XXX,KAF INVESTMENT BANK BERHAD
KCPMMYK1,KCPMMYK1XXX,KOPERASI CO-OPBANK PERTAMA MALAYSIA BERHAD
KDMGMYK1,KDMGMYK1XXX,KENANGA FUTURES SDN. BHD.
KFHOMYKL,KFHOMYKLXXX,KUWAIT FINANCE HOUSE (MALAYSIA) BERHAD
KHAZMYKL,KHAZMYKLXXX,KHAZANAH NASIONAL BERHAD
KIMAMY21,KIMAMY21XXX,PAN MALAYSIA EQUITIES SDN. BHD.
KKENMY21,KKENMY21XXX,KENANGA INVESTMENT BANK BERHAD- SPI
KKENMYK1,KKENMYK1XXX,KENANGA INVESTMENT BANK BERHAD
KLANMY21,KLANMY21XXX,AMSTEEL EQUITY CAPITAL SDN. BHD.
KLMFMYK1,KLMFMYK1XXX,PUBLIC MUTUAL BERHAD
KUTMMY21,KUTMMY21XXX,AMANAH SAHAM KEDAH BERHAD
KWAPMYK1,KWAPMYK1XXX,KUMPULAN WANG PERSARAAN (DIPERBADANKAN)
KWSPMYK1,KWSPMYK1XXX,EMPLOYEES PROVIDENT FUND BOARD
LABNMY21,LABNMY21XXX,CIMB SI SDN. BHD.
LCMSMYK1,LCMSMYK1XXX,LIBRA CAPITAL MANAGEMENT SDN BHD
LEKEMY21,LEKEMY21XXX,TA SECURITIES HOLDINGS BERHAD
LOFFMYK1,LOFFMYK1XXX,LIBRA OPTIONS AND FINANCIAL FUTURES
MACQMYK1,MACQMYK1XXX,MACQUARIE (MALAYSIA) SDN BHD
MAIDMYK1,MAIDMYK1XXX,MALAYSIAN INDUSTRIAL DEVELOPMENT FI NANCE BERHAD
MAMDMY21,MAMDMY21XXX,MAYBANK ASSET MANAGEMENT SDN BHD
MAMDMYK1,MAMDMYK1XXX,MAYBANK ASSET MANAGEMENT SDN BHD
MAYDMYK1,MAYDMYK1XXX,MAYBANK INVESTMENT BANK BERHAD
