bic_8,bic,bank
JPMSSGS1,JPMSSGS1XXX,J.P. MORGAN SECURITIES ASIA PRIVATE LIMITED
JPSESGS1,JPSESGS1XXX,J.P. MORGAN SECURITES SINGAPORE PRIVATE LIMITED
JTPPSGS1,JTPPSGS1XXX,JUMP TRADING PACIFIC PTE. LTD
KARPSGS2,KARPSGS2XXX,OPAL FINTECH PTE LTD
KEPPSGS1,KEPPSGS1XXX,OCBC SECURITIES PRIVATE LIMITED
KEPSSGS1,KEPSSGS1XXX,OCBC SECURITIES PRIVATE LIMITED
KEYISGS2,KEYISGS2XXX,KEYSTONE INVESTORS PTE. LTD
KHPLSGSG,KHPLSGSGXXX,UOB KAY HIAN PTE LIMITED
KMESSGS1,KMESSGS1XXX,KIM ENG SECURITIES PTE LTD
KODBSGSG,KODBSGSGXXX,"THE KOREA DEVELOPMENT BANK, SINGAPORE BRANCH"
KOEXSGSG,KOEXSGSGXXX,"KEB HANA BANK, SINGAPORE BR."
KREDSGSX,KREDSGSXXXX,KBC BANK N.V. SINGAPORE BRANCH
KRTHSGSG,KRTHSGSGXXX,KRUNG THAI BANK PUBLIC COMPANY LIMITED
KWHKSGSG,KWHKSGSGXXX,CHINA CITIC BANK INTERNATIONAL LIMITED SINGAPORE BRANCH
LBCASGS1,LBCASGS1XXX,LEHMAN BROTHERS CAPITAL ASIA PTE LTD
LBOTSGSG,LBOTSGSGXXX,"LAND BANK OF TAIWAN, SINGAPORE BRANCH"
LBPSSGS1,LBPSSGS1XXX,LEHMAN BROTHERS SINGAPORE PTE LTD
LEVPSGS1,LEVPSGS1XXX,LEGACY VIP PTE LTD
LHCTSGS2,LHCTSGS2XXX,LIGHTHOUSE CANTON PTE. LTD.
LHIVSGL1,LHIVSGL1XXX,LIAN HE INVESTMENT PTE LTD.
LIGPSGSG,LIGPSGSGXXX,LIQUID GROUP PTE. LTD.
LIMTSGS1,LIMTSGS1XXX,LIM AND TAN SECURITIES PTE LTD
LIQSSGS1,LIQSSGS1XXX,LIQUIDNET SINGAPORE PRIVATE LIMITED
LMAMSGS1,LMAMSGS1XXX,HAVENPORT INVESTMENTS PTE. LTD
